Rank,Team,GM,W-L,REB,RPG,OPP REB,OPP RPG,REB MAR
74,Wisconsin (Big Ten),35,22-13,"1,228",35.1,"1,121",32,3.1
75,Harvard (Ivy League),30,14-16,"1,118",37.3,"1,027",34.2,3
76,Southern Ill. (MVC),32,22-10,"1,135",35.5,"1,038",32.4,3
77,Sam Houston (Southland),34,18-16,"1,259",37,"1,156",34,3
78,Western Mich. (MAC),32,13-19,"1,190",37.2,"1,094",34.2,3
78,Toledo (MAC),32,17-15,"1,161",36.3,"1,065",33.3,3
78,Saint Peter's (MAAC),30,14-16,"1,105",36.8,"1,015",33.8,3
81,Princeton (Ivy League),29,22-7,"1,069",36.9,985,34,2.9
82,Montana (Big Sky),33,21-12,"1,138",34.5,"1,043",31.6,2.9
83,VCU (Atlantic 10),36,25-11,"1,347",37.4,"1,244",34.6,2.9
84,San Francisco (WCC),30,15-15,"1,181",39.4,"1,096",36.5,2.8
85,Saint Joseph's (Atlantic 10),36,28-8,"1,378",38.3,"1,277",35.5,2.8
86,FIU (C-USA),32,13-19,"1,197",37.4,"1,111",34.7,2.7
87,SFA (Southland),34,28-6,"1,190",35,"1,099",32.3,2.7
88,Vermont (America East),37,23-14,"1,322",35.7,"1,223",33.1,2.7
89,Tennessee St. (OVC),31,20-11,"1,149",37.1,"1,068",34.5,2.6
90,Maryland (Big Ten),36,27-9,"1,264",35.1,"1,171",32.5,2.6
91,Seattle U (WAC),32,15-17,"1,174",36.7,"1,092",34.1,2.6
92,Columbia (Ivy League),35,25-10,"1,241",35.5,"1,152",32.9,2.5
93,UCF (AAC),30,12-18,"1,165",38.8,"1,089",36.3,2.5
94,Oakland (Horizon),35,23-12,"1,374",39.3,"1,286",36.7,2.5
94,Buffalo (MAC),35,20-15,"1,361",38.9,"1,273",36.4,2.5
96,Austin Peay (OVC),36,18-18,"1,326",36.8,"1,236",34.3,2.5
97,UCLA (Pac-12),32,15-17,"1,267",39.6,"1,188",37.1,2.5
97,Rhode Island (Atlantic 10),32,17-15,"1,118",34.9,"1,039",32.5,2.5
99,Dartmouth (Ivy League),28,10-18,"1,004",35.9,935,33.4,2.5
100,Ball St. (MAC),35,21-14,"1,275",36.4,"1,190",34,2.4
101,South Fla. (AAC),33,8-25,"1,271",38.5,"1,192",36.1,2.4
102,Milwaukee (Horizon),33,20-13,"1,195",36.2,"1,117",33.8,2.4
103,Montana St. (Big Sky),31,14-17,"1,159",37.4,"1,087",35.1,2.3
104,UC Irvine (Big West),38,28-10,"1,416",37.3,"1,328",34.9,2.3
105,Bucknell (Patriot),31,17-14,"1,137",36.7,"1,067",34.4,2.3
106,Longwood (Big South),33,10-23,"1,193",36.2,"1,119",33.9,2.2
107,Houston (AAC),32,22-10,"1,202",37.6,"1,131",35.3,2.2
108,UNC Asheville (Big South),34,22-12,"1,279",37.6,"1,204",35.4,2.2
109,Hofstra (CAA),34,24-10,"1,327",39,"1,253",36.9,2.2
110,Jackson St. (SWAC),36,20-16,"1,417",39.4,"1,339",37.2,2.2
111,William & Mary (CAA),31,20-11,"1,135",36.6,"1,068",34.5,2.2
112,Oklahoma (Big 12),37,29-8,"1,418",38.3,"1,340",36.2,2.1
113,Memphis (AAC),34,19-15,"1,375",40.4,"1,304",38.4,2.1
114,Ole Miss (SEC),32,20-12,"1,230",38.4,"1,164",36.4,2.1
115,Florida (SEC),36,21-15,"1,437",39.9,"1,365",37.9,2
115,Middle Tenn. (C-USA),35,25-10,"1,283",36.7,"1,213",34.7,2
115,Miami (FL) (ACC),35,27-8,"1,199",34.3,"1,129",32.3,2
115,Nebraska (Big Ten),34,16-18,"1,198",35.2,"1,130",33.2,2
115,Detroit Mercy (Horizon),31,16-15,"1,169",37.7,"1,107",35.7,2
120,Nevada (Mountain West),38,24-14,"1,535",40.4,"1,460",38.4,2
121,Creighton (Big East),35,20-15,"1,299",37.1,"1,230",35.1,2
122,Purdue Fort Wayne (Summit League),34,24-10,"1,230",36.2,"1,163",34.2,2
123,Northwestern (Big Ten),32,20-12,"1,166",36.4,"1,103",34.5,2
124,Ohio St. (Big Ten),35,21-14,"1,332",38.1,"1,264",36.1,1.9
125,N.C. Central (MEAC),32,13-19,"1,178",36.8,"1,117",34.9,1.9
125,Boise St. (Mountain West),32,20-12,"1,111",34.7,"1,050",32.8,1.9
127,UT Martin (OVC),35,20-15,"1,279",36.5,"1,213",34.7,1.9
128,UMES (MEAC),32,10-22,"1,077",33.7,"1,019",31.8,1.8
129,UC Santa Barbara (Big West),33,19-14,"1,237",37.5,"1,179",35.7,1.8
130,Notre Dame (ACC),36,24-12,"1,265",35.1,"1,202",33.4,1.8
131,UConn (AAC),36,25-11,"1,302",36.2,"1,241",34.5,1.7
132,USC Upstate (ASUN),32,10-22,"1,225",38.3,"1,171",36.6,1.7
133,Southern California (Pac-12),34,21-13,"1,337",39.3,"1,280",37.6,1.7
134,Lamar University (Southland),30,11-19,"1,173",39.1,"1,123",37.4,1.7
135,Fordham (Atlantic 10),31,17-14,"1,059",34.2,"1,008",32.5,1.6
136,Duquesne (Atlantic 10),34,17-17,"1,332",39.2,"1,277",37.6,1.6
136,ULM (Sun Belt),34,20-14,"1,233",36.3,"1,178",34.6,1.6
138,Murray St. (OVC),31,17-14,"1,018",32.8,969,31.3,1.6
139,Villanova (Big East),40,35-5,"1,385",34.6,"1,322",33.1,1.6
140,Ohio (MAC),35,23-12,"1,252",35.8,"1,197",34.2,1.6
141,Houston Baptist (Southland),34,17-17,"1,248",36.7,"1,195",35.1,1.6
142,Wake Forest (ACC),31,11-20,"1,186",38.3,"1,143",36.9,1.4
143,Gardner-Webb (Big South),33,17-16,"1,258",38.1,"1,216",36.8,1.3
144,Lehigh (Patriot),32,17-15,"1,095",34.2,"1,056",33,1.2
145,Utah St. (Mountain West),31,16-15,"1,107",35.7,"1,070",34.5,1.2
146,Georgetown (Big East),33,15-18,"1,181",35.8,"1,143",34.6,1.2
147,Alcorn (SWAC),30,15-15,"1,072",35.7,"1,038",34.6,1.1
148,Vanderbilt (SEC),33,19-14,"1,272",38.5,"1,235",37.4,1.1
149,Delaware (CAA),30,7-23,"1,132",37.7,"1,099",36.6,1.1
150,Col. of Charleston (CAA),31,17-14,"1,085",35,"1,051",33.9,1.1
151,North Dakota St. (Summit League),33,20-13,"1,149",34.8,"1,114",33.8,1.1
152,Saint Francis (PA) (NEC),30,13-17,"1,093",36.4,"1,062",35.4,1
153,Pepperdine (WCC),32,18-14,"1,182",36.9,"1,150",35.9,1
154,Boston U. (Patriot),34,19-15,"1,217",35.8,"1,185",34.9,0.9
155,St. Francis Brooklyn (NEC),32,15-17,"1,185",37,"1,155",36.1,0.9
156,Bowling Green (MAC),34,16-18,"1,238",36.4,"1,207",35.5,0.9
157,DePaul (Big East),31,9-22,"1,059",34.2,"1,032",33.3,0.9
158,UIC (Horizon),30,5-25,"1,235",41.2,"1,209",40.3,0.9
159,Pacific (WCC),28,8-20,993,35.5,969,34.6,0.9
160,Iowa (Big Ten),33,22-11,"1,257",38.1,"1,229",37.2,0.8
161,UNCW (CAA),33,25-8,"1,237",37.5,"1,210",36.7,0.8
162,New Orleans (Southland),30,10-20,"1,136",37.9,"1,113",37.1,0.8
163,UC Riverside (Big West),33,14-19,"1,161",35.2,"1,137",34.5,0.7
164,Niagara (MAAC),32,7-25,"1,167",36.5,"1,144",35.8,0.7
165,Cal St. Fullerton (Big West),30,10-20,"1,116",37.2,"1,096",36.5,0.7
166,SIUE (OVC),28,6-22,999,35.7,981,35,0.6
167,Indiana St. (MVC),32,15-17,"1,215",38,"1,196",37.4,0.6
168,Kansas City (WAC),31,12-19,"1,084",35,"1,066",34.4,0.6
169,Central Ark. (Southland),28,7-21,"1,044",37.3,"1,028",36.7,0.6
170,Jacksonville (ASUN),32,16-16,"1,218",38.1,"1,200",37.5,0.6
170,Arizona St. (Pac-12),32,15-17,"1,177",36.8,"1,159",36.2,0.6
172,Fresno St. (Mountain West),35,25-10,"1,293",36.9,"1,275",36.4,0.5
173,Sacred Heart (NEC),30,12-18,"1,128",37.6,"1,114",37.1,0.5
174,High Point (Big South),32,21-11,"1,074",33.6,"1,060",33.1,0.4
175,North Dakota (Big Sky),33,17-16,"1,209",36.6,"1,195",36.2,0.4
176,Drake (MVC),31,7-24,"1,043",33.6,"1,030",33.2,0.4
177,Illinois St. (MVC),32,18-14,"1,140",35.6,"1,129",35.3,0.3
178,LIU (NEC),31,16-15,"1,175",37.9,"1,165",37.6,0.3
178,Clemson (ACC),31,17-14,"1,072",34.6,"1,062",34.3,0.3
180,Wofford (SoCon),32,15-17,"1,015",31.7,"1,005",31.4,0.3
181,Western Caro. (SoCon),34,16-18,"1,240",36.5,"1,230",36.2,0.3
182,Oral Roberts (Summit League),31,14-17,"1,101",35.5,"1,092",35.2,0.3
183,Texas Tech (Big 12),32,19-13,"1,087",34,"1,079",33.7,0.3
184,Louisiana Tech (C-USA),33,23-10,"1,257",38.1,"1,249",37.8,0.2
185,Northern Colo. (Big Sky),31,10-21,"1,079",34.8,"1,072",34.6,0.2
186,Loyola Maryland (Patriot),30,9-21,"1,054",35.1,"1,048",34.9,0.2
187,Western Ill. (Summit League),27,10-17,948,35.1,943,34.9,0.2
188,Texas St. (Sun Belt),31,15-16,"1,065",34.4,"1,061",34.2,0.1
189,Tulane (AAC),34,12-22,"1,266",37.2,"1,264",37.2,0.1
190,Marquette (Big East),33,20-13,"1,180",35.8,"1,181",35.8,0
191,Arkansas (SEC),32,16-16,"1,186",37.1,"1,187",37.1,0
192,Little Rock (Sun Belt),35,30-5,"1,194",34.1,"1,196",34.2,-0.1
193,San Jose St. (Mountain West),31,9-22,"1,130",36.5,"1,132",36.5,-0.1
194,Rider (MAAC),33,13-20,"1,170",35.5,"1,173",35.5,-0.1
195,LSU (SEC),33,19-14,"1,230",37.3,"1,234",37.4,-0.1
195,Charlotte (C-USA),33,14-19,"1,196",36.2,"1,200",36.4,-0.1
197,Akron (MAC),35,26-9,"1,310",37.4,"1,315",37.6,-0.1
198,ETSU (SoCon),36,24-12,"1,301",36.1,"1,307",36.3,-0.2
199,Cal Poly (Big West),30,10-20,"1,094",36.5,"1,104",36.8,-0.3
200,Samford (SoCon),33,14-19,"1,143",34.6,"1,157",35.1,-0.4
201,Arkansas St. (Sun Belt),31,11-20,"1,243",40.1,"1,257",40.5,-0.5
202,Iowa St. (Big 12),35,23-12,"1,244",35.5,"1,260",36,-0.5
203,App State (Sun Belt),31,9-22,"1,140",36.8,"1,155",37.3,-0.5
204,UNLV (Mountain West),33,18-15,"1,266",38.4,"1,282",38.8,-0.5
204,Iona (MAAC),33,22-11,"1,218",36.9,"1,234",37.4,-0.5
206,Monmouth (MAAC),36,28-8,"1,397",38.8,"1,415",39.3,-0.5
207,Tennessee Tech (OVC),31,19-12,"1,102",35.5,"1,118",36.1,-0.5
208,Alabama St. (SWAC),31,14-17,"1,153",37.2,"1,172",37.8,-0.6
209,Alabama A&M (SWAC),29,11-18,"1,002",34.6,"1,020",35.2,-0.6
210,Duke (ACC),36,25-11,"1,299",36.1,"1,322",36.7,-0.6
211,North Texas (C-USA),32,12-20,"1,158",36.2,"1,179",36.8,-0.7
212,Virginia Tech (ACC),35,20-15,"1,231",35.2,"1,254",35.8,-0.7
213,Missouri St. (MVC),32,13-19,"1,135",35.5,"1,158",36.2,-0.7
214,UC Davis (Big West),30,11-19,"1,034",34.5,"1,058",35.3,-0.8
215,A&M-Corpus Christi (Southland),33,25-8,"1,159",35.1,"1,186",35.9,-0.8
216,Norfolk St. (MEAC),34,17-17,"1,182",34.8,"1,210",35.6,-0.8
216,UNC Greensboro (SoCon),34,15-19,"1,167",34.3,"1,195",35.1,-0.8
216,Eastern Wash. (Big Sky),34,18-16,"1,133",33.3,"1,161",34.1,-0.8
219,Providence (Big East),35,24-11,"1,262",36.1,"1,292",36.9,-0.9
220,Stanford (Pac-12),30,15-15,"1,024",34.1,"1,050",35,-0.9
221,Penn (Ivy League),28,11-17,"1,002",35.8,"1,029",36.8,-1
222,Syracuse (ACC),37,23-14,"1,322",35.7,"1,359",36.7,-1
223,South Alabama (Sun Belt),33,14-19,"1,228",37.2,"1,262",38.2,-1
224,Elon (CAA),32,16-16,"1,185",37,"1,218",38.1,-1
225,Howard (MEAC),32,12-20,"1,218",38.1,"1,252",39.1,-1.1
226,Michigan (Big Ten),36,23-13,"1,152",32,"1,191",33.1,-1.1
227,St. Bonaventure (Atlantic 10),31,22-9,"1,102",35.5,"1,136",36.6,-1.1
227,Portland St. (Big Sky),31,13-18,"1,096",35.4,"1,130",36.5,-1.1
229,Temple (AAC),33,21-12,"1,225",37.1,"1,262",38.2,-1.1
230,Belmont (OVC),32,20-12,"1,103",34.5,"1,139",35.6,-1.1
231,South Carolina St. (MEAC),34,19-15,"1,145",33.7,"1,185",34.9,-1.2
232,Oklahoma St. (Big 12),32,12-20,"1,111",34.7,"1,150",35.9,-1.2
233,N.C. A&T (MEAC),32,10-22,"1,148",35.9,"1,188",37.1,-1.3
234,Winthrop (Big South),32,23-9,"1,160",36.3,"1,201",37.5,-1.3
234,Penn St. (Big Ten),32,16-16,"1,111",34.7,"1,152",36,-1.3
236,IUPUI (Summit League),32,13-19,"1,105",34.5,"1,147",35.8,-1.3
236,Bradley (MVC),32,5-27,"1,082",33.8,"1,124",35.1,-1.3
238,Texas (Big 12),33,20-13,"1,137",34.5,"1,181",35.8,-1.3
239,Missouri (SEC),31,10-21,"1,109",35.8,"1,152",37.2,-1.4
240,Northeastern (CAA),33,18-15,"1,111",33.7,"1,161",35.2,-1.5
241,Southern U. (SWAC),35,22-13,"1,257",35.9,"1,311",37.5,-1.5
242,Southeastern La. (Southland),33,12-21,"1,140",34.5,"1,192",36.1,-1.6
243,Charleston So. (Big South),30,9-21,"1,053",35.1,"1,101",36.7,-1.6
244,Mississippi St. (SEC),31,14-17,"1,094",35.3,"1,145",36.9,-1.6
245,Omaha (Summit League),32,18-14,"1,132",35.4,"1,186",37.1,-1.7
246,Central Conn. St. (NEC),29,4-25,"1,050",36.2,"1,099",37.9,-1.7
247,NJIT (ASUN),35,20-15,"1,215",34.7,"1,276",36.5,-1.7
248,Cleveland St. (Horizon),32,9-23,"1,061",33.2,"1,122",35.1,-1.9
249,Tulsa (AAC),32,20-12,"1,122",35.1,"1,184",37,-1.9
250,Eastern Mich. (MAC),33,18-15,"1,196",36.2,"1,260",38.2,-1.9
251,Green Bay (Horizon),36,23-13,"1,385",38.5,"1,457",40.5,-2
252,Tennessee (SEC),34,15-19,"1,292",38,"1,361",40,-2
253,East Carolina (AAC),32,12-20,"1,097",34.3,"1,162",36.3,-2
254,Washington St. (Pac-12),31,9-22,"1,049",33.8,"1,114",35.9,-2.1
255,CSUN (Big West),30,10-20,"1,086",36.2,"1,150",38.3,-2.1
256,Lipscomb (ASUN),33,12-21,"1,202",36.4,"1,274",38.6,-2.2
257,Troy (Sun Belt),31,9-22,"1,132",36.5,"1,200",38.7,-2.2
258,Presbyterian (Big South),31,11-20,"1,047",33.8,"1,116",36,-2.2
259,Bethune-Cookman (MEAC),32,14-18,"1,186",37.1,"1,258",39.3,-2.3
260,Sacramento St. (Big Sky),31,14-17,"1,112",35.9,"1,182",38.1,-2.3
261,Washington (Pac-12),34,19-15,"1,356",39.9,"1,436",42.2,-2.4
262,Long Beach St. (Big West),35,20-15,"1,252",35.8,"1,336",38.2,-2.4
263,Central Mich. (MAC),33,17-16,"1,152",34.9,"1,232",37.3,-2.4
264,Air Force (Mountain West),32,14-18,"1,109",34.7,"1,188",37.1,-2.5
265,Oregon St. (Pac-12),32,19-13,"1,101",34.4,"1,181",36.9,-2.5
266,Brown (Ivy League),28,8-20,"1,019",36.4,"1,092",39,-2.6
267,Drexel (CAA),31,6-25,"1,022",33,"1,107",35.7,-2.7
268,TCU (Big 12),33,12-21,"1,113",33.7,"1,204",36.5,-2.8
269,Southeast Mo. St. (OVC),29,5-24,"1,023",35.3,"1,104",38.1,-2.8
270,Idaho St. (Big Sky),31,16-15,"1,078",34.8,"1,165",37.6,-2.8
271,Miami (OH) (MAC),33,13-20,"1,067",32.3,"1,160",35.2,-2.8
272,Binghamton (America East),30,8-22,"1,021",34,"1,107",36.9,-2.9
272,San Diego (WCC),30,9-21,995,33.2,"1,081",36,-2.9
274,Rice (C-USA),32,12-20,"1,052",32.9,"1,144",35.8,-2.9
275,UTSA (C-USA),32,5-27,"1,086",33.9,"1,180",36.9,-2.9
276,UTEP (C-USA),33,19-14,"1,196",36.2,"1,294",39.2,-3
277,Liberty (Big South),32,13-19,943,29.5,"1,042",32.6,-3.1
278,Colgate (Patriot),30,13-17,950,31.7,"1,043",34.8,-3.1
279,Portland (WCC),32,12-20,"1,130",35.3,"1,230",38.4,-3.1
280,Santa Clara (WCC),31,11-20,"1,047",33.8,"1,144",36.9,-3.1
281,Massachusetts (Atlantic 10),32,14-18,"1,141",35.7,"1,242",38.8,-3.2
282,South Dakota (Summit League),32,14-18,"1,077",33.7,"1,179",36.8,-3.2
283,Ga. Southern (Sun Belt),31,14-17,"1,131",36.5,"1,232",39.7,-3.3
284,Minnesota (Big Ten),31,8-23,"1,068",34.5,"1,170",37.7,-3.3
284,Eastern Ky. (OVC),31,15-16,999,32.2,"1,101",35.5,-3.3
286,Marshall (C-USA),33,17-16,"1,230",37.3,"1,339",40.6,-3.3
287,Canisius (MAAC),33,14-19,"1,116",33.8,"1,228",37.2,-3.4
288,Utah Valley (WAC),30,12-18,"1,102",36.7,"1,204",40.1,-3.4
289,Grambling (SWAC),31,7-24,"1,015",32.7,"1,121",36.2,-3.4
290,Wright St. (Horizon),35,22-13,"1,094",31.3,"1,215",34.7,-3.5
291,Chicago St. (WAC),32,4-28,"1,172",36.6,"1,284",40.1,-3.5
292,LMU (CA) (WCC),31,14-17,"1,047",33.8,"1,156",37.3,-3.5
293,Alabama (SEC),33,18-15,"1,141",34.6,"1,259",38.2,-3.6
294,Southern Miss. (C-USA),29,8-21,920,31.7,"1,026",35.4,-3.7
295,Morgan St. (MEAC),31,9-22,"1,089",35.1,"1,205",38.9,-3.7
296,St. John's (NY) (Big East),32,8-24,"1,142",35.7,"1,263",39.5,-3.8
297,American (Patriot),31,12-19,874,28.2,992,32,-3.8
298,UMBC (America East),32,7-25,"1,017",31.8,"1,141",35.7,-3.9
299,Savannah St. (MEAC),32,16-16,"1,021",31.9,"1,151",36,-4.1
300,Georgia St. (Sun Belt),30,16-14,925,30.8,"1,047",34.9,-4.1
301,UNI (MVC),36,23-13,"1,091",30.3,"1,238",34.4,-4.1
302,McNeese (Southland),29,9-20,"1,045",36,"1,164",40.1,-4.1
303,Kennesaw St. (ASUN),31,11-20,"1,040",33.5,"1,168",37.7,-4.1
304,Davidson (Atlantic 10),33,20-13,"1,155",35,"1,294",39.2,-4.2
305,North Florida (ASUN),34,22-12,"1,168",34.4,"1,312",38.6,-4.2
306,Coppin St. (MEAC),31,9-22,"1,148",37,"1,283",41.4,-4.4
306,Auburn (SEC),31,11-20,"1,134",36.6,"1,269",40.9,-4.4
308,Stetson (ASUN),34,12-22,"1,215",35.7,"1,366",40.2,-4.4
309,Florida A&M (MEAC),29,8-21,"1,010",34.8,"1,143",39.4,-4.6
310,Loyola Chicago (MVC),32,15-17,978,30.6,"1,127",35.2,-4.7
311,Saint Louis (Atlantic 10),32,11-21,"1,045",32.7,"1,196",37.4,-4.7
312,Campbell (Big South),30,12-18,967,32.2,"1,109",37,-4.7
313,Richmond (Atlantic 10),32,16-16,"1,021",31.9,"1,188",37.1,-5.2
314,Maine (America East),30,8-22,"1,054",35.1,"1,212",40.4,-5.3
315,Denver (Summit League),31,16-15,781,25.2,945,30.5,-5.3
316,Eastern Ill. (OVC),30,13-17,"1,002",33.4,"1,161",38.7,-5.3
317,Fairleigh Dickinson (NEC),33,18-15,"1,108",33.6,"1,285",38.9,-5.4
318,Bryant (NEC),31,8-23,"1,048",33.8,"1,217",39.3,-5.5
318,Jacksonville St. (OVC),31,8-23,994,32.1,"1,163",37.5,-5.5
320,Illinois (Big Ten),34,15-19,"1,076",31.6,"1,262",37.1,-5.5
321,Prairie View (SWAC),31,7-24,997,32.2,"1,167",37.6,-5.5
322,Boston College (ACC),32,7-25,997,31.2,"1,174",36.7,-5.5
323,VMI (SoCon),30,9-21,994,33.1,"1,164",38.8,-5.7
324,Holy Cross (Patriot),35,15-20,"1,051",30,"1,254",35.8,-5.8
325,Marist (MAAC),30,7-23,975,32.5,"1,150",38.3,-5.8
326,Nicholls (Southland),34,11-23,"1,144",33.6,"1,345",39.6,-5.9
327,Fairfield (MAAC),33,19-14,"1,146",34.7,"1,342",40.7,-5.9
328,Southern Utah (Big Sky),29,5-24,878,30.3,"1,052",36.3,-6
329,Northern Ariz. (Big Sky),30,5-25,"1,001",33.4,"1,188",39.6,-6.2
330,Fla. Atlantic (C-USA),33,8-25,"1,071",32.5,"1,280",38.8,-6.3
331,Manhattan (MAAC),31,13-18,916,29.5,"1,113",35.9,-6.4
332,Northwestern St. (Southland),28,8-20,919,32.8,"1,102",39.4,-6.5
333,Wyoming (Mountain West),31,13-18,943,30.4,"1,148",37,-6.6
334,Robert Morris (NEC),32,10-22,"1,041",32.5,"1,253",39.2,-6.6
335,Mississippi Val. (SWAC),35,8-27,"1,246",35.6,"1,479",42.3,-6.7
336,Rutgers (Big Ten),32,7-25,"1,113",34.8,"1,334",41.7,-6.9
337,La Salle (Atlantic 10),31,9-22,957,30.9,"1,173",37.8,-7
338,Ark.-Pine Bluff (SWAC),33,8-25,"1,004",30.4,"1,248",37.8,-7.4
339,UTRGV (WAC),30,8-22,"1,004",33.5,"1,235",41.2,-7.7
340,Delaware St. (MEAC),32,7-25,"1,063",33.2,"1,311",41,-7.8
341,Lafayette (Patriot),30,6-24,956,31.9,"1,191",39.7,-7.8
