Rank,Team,GM,W-L,REB,RPG,OPP REB,OPP RPG,REB MAR
25,Northern Ariz. (Big Sky),38,23-15,"1,463",38.5,"1,248",32.8,5.7
26,Butler (Big East),34,23-11,"1,239",36.4,"1,049",30.9,5.6
27,Michigan St. (Big Ten),39,27-12,"1,458",37.4,"1,247",32,5.4
28,Duke (ACC),39,35-4,"1,436",36.8,"1,227",31.5,5.4
29,SFA (Southland),34,29-5,"1,176",34.6,994,29.2,5.4
30,Old Dominion (C-USA),35,27-8,"1,267",36.2,"1,084",31,5.2
31,Alabama St. (SWAC),29,19-10,"1,150",39.7,999,34.4,5.2
32,Northeastern (CAA),35,23-12,"1,160",33.1,980,28,5.1
33,Colorado (Pac-12),34,16-18,"1,269",37.3,"1,100",32.4,5
34,Norfolk St. (MEAC),34,20-14,"1,224",36,"1,057",31.1,4.9
35,CSU Bakersfield (WAC),33,14-19,"1,143",34.6,983,29.8,4.8
36,Wichita St. (MVC),35,30-5,"1,245",35.6,"1,077",30.8,4.8
37,New Mexico (Mountain West),31,15-16,"1,081",34.9,933,30.1,4.8
38,Tennessee Tech (OVC),30,12-18,"1,110",37,967,32.2,4.8
39,Purdue (Big Ten),34,21-13,"1,249",36.7,"1,087",32,4.8
40,New Hampshire (America East),32,19-13,"1,174",36.7,"1,024",32,4.7
41,BYU (WCC),35,25-10,"1,349",38.5,"1,185",33.9,4.7
41,Utah (Pac-12),35,26-9,"1,204",34.4,"1,040",29.7,4.7
43,Texas A&M (SEC),33,21-12,"1,197",36.3,"1,045",31.7,4.6
44,Cincinnati (AAC),34,23-11,"1,178",34.6,"1,025",30.1,4.5
45,Morehead St. (OVC),34,17-17,"1,205",35.4,"1,053",31,4.5
46,Jackson St. (SWAC),32,11-21,"1,187",37.1,"1,045",32.7,4.4
47,Albany (NY) (America East),33,24-9,"1,110",33.6,964,29.2,4.4
48,Georgia (SEC),33,21-12,"1,260",38.2,"1,117",33.8,4.3
49,Memphis (AAC),32,18-14,"1,195",37.3,"1,060",33.1,4.2
50,Stanford (Pac-12),37,24-13,"1,363",36.8,"1,207",32.6,4.2
51,Illinois St. (MVC),35,22-13,"1,256",35.9,"1,109",31.7,4.2
52,UT Martin (OVC),34,21-13,"1,175",34.6,"1,036",30.5,4.1
53,Iowa (Big Ten),34,22-12,"1,274",37.5,"1,136",33.4,4.1
54,St. Bonaventure (Atlantic 10),31,18-13,"1,153",37.2,"1,028",33.2,4
55,Idaho (Big Sky),30,13-17,"1,086",36.2,966,32.2,4
56,Providence (Big East),34,22-12,"1,228",36.1,"1,093",32.1,4
57,Toledo (MAC),33,20-13,"1,204",36.5,"1,075",32.6,3.9
57,N.C. Central (MEAC),33,25-8,"1,121",34,992,30.1,3.9
59,USC Upstate (ASUN),36,24-12,"1,372",38.1,"1,233",34.3,3.9
60,Murray St. (OVC),35,29-6,"1,292",36.9,"1,158",33.1,3.8
61,Portland (WCC),33,17-16,"1,173",35.5,"1,047",31.7,3.8
62,Kansas (Big 12),36,27-9,"1,364",37.9,"1,227",34.1,3.8
63,Arizona St. (Pac-12),34,18-16,"1,184",34.8,"1,055",31,3.8
63,Seattle U (WAC),34,18-16,"1,149",33.8,"1,020",30,3.8
65,George Washington (Atlantic 10),35,22-13,"1,278",36.5,"1,147",32.8,3.7
66,Xavier (Big East),37,23-14,"1,282",34.6,"1,144",30.9,3.7
67,UCLA (Pac-12),36,22-14,"1,367",38,"1,233",34.3,3.7
68,Northern Ill. (MAC),30,14-16,"1,039",34.6,931,31,3.6
69,NC State (ACC),36,22-14,"1,369",38,"1,247",34.6,3.4
70,Charleston So. (Big South),31,19-12,"1,171",37.8,"1,067",34.4,3.4
71,Harvard (Ivy League),30,22-8,"1,025",34.2,926,30.9,3.3
72,San Diego St. (Mountain West),36,27-9,"1,270",35.3,"1,152",32,3.3
73,ULM (Sun Belt),38,24-14,"1,400",36.8,"1,278",33.6,3.2
74,Wake Forest (ACC),32,13-19,"1,200",37.5,"1,100",34.4,3.1
75,George Mason (Atlantic 10),31,9-22,"1,113",35.9,"1,018",32.8,3.1
76,Rhode Island (Atlantic 10),33,23-10,"1,183",35.8,"1,082",32.8,3.1
77,Wagner (NEC),30,10-20,"1,112",37.1,"1,021",34,3
78,FGCU (ASUN),33,22-11,"1,257",38.1,"1,158",35.1,3
78,Indiana (Big Ten),34,20-14,"1,224",36,"1,122",33,3
78,Fordham (Atlantic 10),31,10-21,"1,117",36,"1,024",33,3
81,West Virginia (Big 12),35,25-10,"1,272",36.3,"1,169",33.4,2.9
82,Buffalo (MAC),33,23-10,"1,260",38.2,"1,163",35.2,2.9
83,Georgetown (Big East),33,22-11,"1,152",34.9,"1,056",32,2.9
84,Radford (Big South),34,22-12,"1,240",36.5,"1,142",33.6,2.9
85,Middle Tenn. (C-USA),36,19-17,"1,215",33.8,"1,118",31.1,2.7
86,Louisville (ACC),36,27-9,"1,351",37.5,"1,256",34.9,2.6
87,TCU (Big 12),33,18-15,"1,214",36.8,"1,127",34.2,2.6
88,Boise St. (Mountain West),34,25-9,"1,119",32.9,"1,030",30.3,2.6
89,Pacific (WCC),31,12-19,"1,075",34.7,995,32.1,2.6
90,Mississippi St. (SEC),32,13-19,"1,099",34.3,"1,017",31.8,2.6
91,Ole Miss (SEC),34,21-13,"1,284",37.8,"1,197",35.2,2.6
92,Green Bay (Horizon),33,24-9,"1,176",35.6,"1,093",33.1,2.5
93,Columbia (Ivy League),28,13-15,916,32.7,848,30.3,2.4
94,Lamar University (Southland),30,15-15,"1,061",35.4,989,33,2.4
95,Hofstra (CAA),34,20-14,"1,240",36.5,"1,161",34.1,2.3
96,UNI (MVC),35,31-4,"1,071",30.6,991,28.3,2.3
97,LSU (SEC),33,22-11,"1,294",39.2,"1,219",36.9,2.3
97,South Carolina (SEC),33,17-16,"1,178",35.7,"1,103",33.4,2.3
99,UTSA (C-USA),30,14-16,"1,071",35.7,"1,004",33.5,2.2
100,UMES (MEAC),33,18-15,"1,100",33.3,"1,027",31.1,2.2
101,Massachusetts (Atlantic 10),32,17-15,"1,177",36.8,"1,108",34.6,2.2
102,Clemson (ACC),31,16-15,"1,122",36.2,"1,057",34.1,2.1
103,Ohio St. (Big Ten),35,24-11,"1,241",35.5,"1,168",33.4,2.1
104,Bucknell (Patriot),34,19-15,"1,145",33.7,"1,075",31.6,2.1
105,Tulsa (AAC),34,23-11,"1,246",36.6,"1,177",34.6,2
106,Villanova (Big East),36,33-3,"1,235",34.3,"1,163",32.3,2
106,Western Ky. (C-USA),32,20-12,"1,190",37.2,"1,126",35.2,2
108,Creighton (Big East),33,14-19,"1,138",34.5,"1,073",32.5,2
109,Ga. Southern (Sun Belt),31,22-9,"1,160",37.4,"1,099",35.5,2
110,Pittsburgh (ACC),34,19-15,"1,136",33.4,"1,070",31.5,1.9
111,Charlotte (C-USA),32,14-18,"1,166",36.4,"1,105",34.5,1.9
112,New Orleans (Southland),29,11-18,"1,013",34.9,958,33,1.9
113,Vanderbilt (SEC),35,21-14,"1,184",33.8,"1,119",32,1.9
114,Liberty (Big South),32,8-24,"1,132",35.4,"1,074",33.6,1.8
115,South Dakota (Summit League),33,17-16,"1,169",35.4,"1,110",33.6,1.8
116,South Dakota St. (Summit League),35,24-11,"1,254",35.8,"1,194",34.1,1.7
117,Tulane (AAC),31,15-16,"1,076",34.7,"1,023",33,1.7
118,North Dakota St. (Summit League),33,23-10,"1,098",33.3,"1,043",31.6,1.7
119,Southern Ill. (MVC),33,12-21,"1,027",31.1,973,29.5,1.6
120,Brown (Ivy League),31,13-18,"1,129",36.4,"1,079",34.8,1.6
120,UC Riverside (Big West),31,14-17,"1,080",34.8,"1,030",33.2,1.6
122,UC Irvine (Big West),34,21-13,"1,198",35.2,"1,144",33.6,1.6
123,Oklahoma (Big 12),35,24-11,"1,332",38.1,"1,277",36.5,1.6
124,Sacred Heart (NEC),32,15-17,"1,225",38.3,"1,175",36.7,1.6
124,Howard (MEAC),32,16-16,"1,110",34.7,"1,060",33.1,1.6
126,Syracuse (ACC),31,18-13,"1,136",36.6,"1,088",35.1,1.5
127,Vermont (America East),34,20-14,"1,129",33.2,"1,077",31.7,1.5
128,Maryland (Big Ten),35,28-7,"1,223",34.9,"1,170",33.4,1.5
129,UAB (C-USA),36,20-16,"1,322",36.7,"1,269",35.3,1.5
130,Bethune-Cookman (MEAC),32,11-21,"1,056",33,"1,009",31.5,1.5
131,Lehigh (Patriot),30,16-14,"1,085",36.2,"1,041",34.7,1.5
132,Kansas St. (Big 12),32,15-17,"1,015",31.7,969,30.3,1.4
133,Wofford (SoCon),35,28-7,"1,139",32.5,"1,089",31.1,1.4
134,Bowling Green (MAC),33,21-12,"1,156",35,"1,109",33.6,1.4
135,Cal Poly (Big West),29,13-16,"1,002",34.6,961,33.1,1.4
136,Tennessee (SEC),32,16-16,"1,040",32.5,996,31.1,1.4
137,Chattanooga (SoCon),32,22-10,"1,118",34.9,"1,076",33.6,1.3
138,Oregon (Pac-12),36,26-10,"1,298",36.1,"1,252",34.8,1.3
139,UC Santa Barbara (Big West),33,19-14,"1,134",34.4,"1,093",33.1,1.2
140,Loyola Maryland (Patriot),30,11-19,"1,047",34.9,"1,010",33.7,1.2
141,Florida St. (ACC),33,17-16,"1,109",33.6,"1,069",32.4,1.2
142,Kent St. (MAC),35,23-12,"1,222",34.9,"1,181",33.7,1.2
143,Cleveland St. (Horizon),34,19-15,"1,105",32.5,"1,066",31.4,1.1
144,Temple (AAC),37,26-11,"1,410",38.1,"1,368",37,1.1
145,Florida (SEC),33,16-17,"1,095",33.2,"1,058",32.1,1.1
146,Mercer (SoCon),35,19-16,"1,191",34,"1,153",32.9,1.1
147,IUPUI (Summit League),31,10-21,"1,009",32.5,976,31.5,1.1
148,UConn (AAC),35,20-15,"1,178",33.7,"1,142",32.6,1
149,Delaware St. (MEAC),36,18-18,"1,376",38.2,"1,339",37.2,1
150,Evansville (MVC),36,24-12,"1,168",32.4,"1,132",31.4,1
151,UTEP (C-USA),33,22-11,"1,140",34.5,"1,108",33.6,1
152,North Florida (ASUN),35,23-12,"1,220",34.9,"1,187",33.9,0.9
153,Cal St. Fullerton (Big West),31,9-22,"1,088",35.1,"1,059",34.2,0.9
154,Texas Tech (Big 12),32,13-19,"1,072",33.5,"1,043",32.6,0.9
155,California (Pac-12),33,18-15,"1,171",35.5,"1,142",34.6,0.9
156,UNC Asheville (Big South),31,15-16,"1,121",36.2,"1,096",35.4,0.8
157,Boston U. (Patriot),30,13-17,953,31.8,929,31,0.8
158,Dartmouth (Ivy League),29,14-15,947,32.7,924,31.9,0.8
159,Miami (FL) (ACC),38,25-13,"1,317",34.7,"1,287",33.9,0.8
160,Akron (MAC),35,21-14,"1,249",35.7,"1,223",34.9,0.7
161,Seton Hall (Big East),31,16-15,"1,123",36.2,"1,100",35.5,0.7
162,Iowa St. (Big 12),34,25-9,"1,221",35.9,"1,196",35.2,0.7
163,San Francisco (WCC),32,14-18,"1,113",34.8,"1,092",34.1,0.7
164,Bradley (MVC),33,9-24,"1,098",33.3,"1,077",32.6,0.6
165,CSUN (Big West),33,9-24,"1,133",34.3,"1,113",33.7,0.6
166,Canisius (MAAC),33,18-15,"1,157",35.1,"1,138",34.5,0.6
166,Illinois (Big Ten),33,19-14,"1,134",34.4,"1,115",33.8,0.6
168,Western Mich. (MAC),34,20-14,"1,108",32.6,"1,090",32.1,0.5
169,Penn (Ivy League),28,9-19,885,31.6,871,31.1,0.5
170,UNC Greensboro (SoCon),33,11-22,"1,138",34.5,"1,122",34,0.5
171,Missouri St. (MVC),31,11-20,"1,008",32.5,993,32,0.5
172,Austin Peay (OVC),30,8-22,"1,043",34.8,"1,029",34.3,0.5
173,Rider (MAAC),33,21-12,"1,131",34.3,"1,116",33.8,0.5
173,High Point (Big South),33,23-10,"1,086",32.9,"1,071",32.5,0.5
175,UT Arlington (Sun Belt),31,16-15,"1,144",36.9,"1,130",36.5,0.5
176,Southeast Mo. St. (OVC),30,13-17,"1,049",35,"1,036",34.5,0.4
177,Belmont (OVC),33,22-11,"1,093",33.1,"1,080",32.7,0.4
178,Davidson (Atlantic 10),32,24-8,"1,144",35.8,"1,132",35.4,0.4
179,Purdue Fort Wayne (Summit League),31,16-15,"1,001",32.3,990,31.9,0.4
180,Western Caro. (SoCon),32,15-17,"1,130",35.3,"1,120",35,0.3
181,Ball St. (MAC),30,7-23,980,32.7,972,32.4,0.3
182,Arkansas (SEC),36,27-9,"1,290",35.8,"1,281",35.6,0.3
183,Hampton (MEAC),35,17-18,"1,292",36.9,"1,285",36.7,0.2
184,Saint Peter's (MAAC),34,16-18,"1,109",32.6,"1,103",32.4,0.2
185,Niagara (MAAC),30,8-22,"1,016",33.9,"1,011",33.7,0.2
186,Saint Joseph's (Atlantic 10),31,13-18,"1,099",35.5,"1,095",35.3,0.1
187,Weber St. (Big Sky),30,13-17,997,33.2,994,33.1,0.1
188,Oakland (Horizon),33,16-17,"1,109",33.6,"1,106",33.5,0.1
188,Montana (Big Sky),33,20-13,"1,055",32,"1,052",31.9,0.1
190,Central Mich. (MAC),32,23-9,"1,080",33.8,"1,078",33.7,0.1
191,Duquesne (Atlantic 10),31,12-19,"1,124",36.3,"1,124",36.3,0
192,Texas Southern (SWAC),35,22-13,"1,193",34.1,"1,194",34.1,0
193,Eastern Wash. (Big Sky),35,26-9,"1,183",33.8,"1,185",33.9,-0.1
194,Gardner-Webb (Big South),35,20-15,"1,226",35,"1,229",35.1,-0.1
195,App State (Sun Belt),29,12-17,"1,010",34.8,"1,014",35,-0.1
196,Wyoming (Mountain West),35,25-10,"1,047",29.9,"1,052",30.1,-0.1
197,The Citadel (SoCon),30,11-19,874,29.1,881,29.4,-0.2
198,Detroit Mercy (Horizon),33,15-18,"1,109",33.6,"1,117",33.8,-0.2
199,N.C. A&T (MEAC),32,9-23,"1,066",33.3,"1,075",33.6,-0.3
200,Notre Dame (ACC),38,32-6,"1,231",32.4,"1,243",32.7,-0.3
201,Utah Valley (WAC),30,11-19,988,32.9,998,33.3,-0.3
202,Southern U. (SWAC),35,18-17,"1,263",36.1,"1,275",36.4,-0.3
203,William & Mary (CAA),33,20-13,"1,065",32.3,"1,077",32.6,-0.4
204,UNCW (CAA),32,18-14,"1,130",35.3,"1,144",35.8,-0.4
205,Penn St. (Big Ten),34,18-16,"1,201",35.3,"1,216",35.8,-0.4
205,Alabama (SEC),34,19-15,"1,122",33,"1,137",33.4,-0.4
207,FIU (C-USA),33,16-17,"1,129",34.2,"1,144",34.7,-0.5
208,Oral Roberts (Summit League),34,19-15,"1,157",34,"1,173",34.5,-0.5
209,Winthrop (Big South),32,19-13,"1,127",35.2,"1,143",35.7,-0.5
209,Navy (Patriot),32,13-19,982,30.7,998,31.2,-0.5
211,NJIT (Independent),33,21-12,"1,111",33.7,"1,128",34.2,-0.5
212,Lipscomb (ASUN),31,14-17,"1,112",35.9,"1,128",36.4,-0.5
212,LMU (CA) (WCC),31,8-23,"1,011",32.6,"1,027",33.1,-0.5
214,La Salle (Atlantic 10),33,17-16,"1,126",34.1,"1,144",34.7,-0.5
215,A&M-Corpus Christi (Southland),34,20-14,"1,101",32.4,"1,121",33,-0.6
216,Northern Colo. (Big Sky),30,15-15,978,32.6,996,33.2,-0.6
217,Washington (Pac-12),31,16-15,"1,082",34.9,"1,101",35.5,-0.6
218,SIUE (OVC),28,12-16,969,34.6,987,35.3,-0.6
219,Northwestern (Big Ten),32,15-17,"1,052",32.9,"1,073",33.5,-0.7
220,North Texas (C-USA),31,14-17,"1,094",35.3,"1,115",36,-0.7
221,Alabama A&M (SWAC),29,9-20,998,34.4,"1,018",35.1,-0.7
222,UC Davis (Big West),32,25-7,995,31.1,"1,018",31.8,-0.7
223,UIC (Horizon),34,10-24,"1,142",33.6,"1,167",34.3,-0.7
224,Furman (SoCon),33,11-22,"1,068",32.4,"1,093",33.1,-0.8
224,James Madison (CAA),33,19-14,"1,068",32.4,"1,093",33.1,-0.8
226,Air Force (Mountain West),31,14-17,930,30,954,30.8,-0.8
227,Colgate (Patriot),33,16-17,994,30.1,"1,020",30.9,-0.8
228,LIU (NEC),30,12-18,"1,121",37.4,"1,145",38.2,-0.8
229,Milwaukee (Horizon),30,14-16,982,32.7,"1,007",33.6,-0.8
230,Eastern Mich. (MAC),35,21-14,"1,271",36.3,"1,302",37.2,-0.9
231,Montana St. (Big Sky),30,7-23,"1,009",33.6,"1,037",34.6,-0.9
232,South Alabama (Sun Belt),33,12-21,"1,175",35.6,"1,207",36.6,-1
233,ETSU (SoCon),30,16-14,"1,052",35.1,"1,082",36.1,-1
234,Houston (AAC),32,13-19,"1,129",35.3,"1,162",36.3,-1
235,San Diego (WCC),31,15-16,"1,016",32.8,"1,048",33.8,-1
236,Army West Point (Patriot),30,15-15,"1,033",34.4,"1,064",35.5,-1
237,Hawaii (Big West),35,22-13,"1,231",35.2,"1,268",36.2,-1.1
238,Presbyterian (Big South),32,10-22,"1,029",32.2,"1,065",33.3,-1.1
239,Loyola Chicago (MVC),37,24-13,"1,078",29.1,"1,120",30.3,-1.1
240,VCU (Atlantic 10),36,26-10,"1,277",35.5,"1,319",36.6,-1.2
241,Pepperdine (WCC),32,18-14,"1,062",33.2,"1,100",34.4,-1.2
242,Chicago St. (WAC),32,8-24,"1,059",33.1,"1,098",34.3,-1.2
243,Arkansas St. (Sun Belt),29,11-18,"1,038",35.8,"1,074",37,-1.2
244,McNeese (Southland),31,15-16,"1,118",36.1,"1,157",37.3,-1.3
245,Siena (MAAC),31,11-20,"1,023",33,"1,065",34.4,-1.4
246,Bryant (NEC),31,16-15,"1,029",33.2,"1,072",34.6,-1.4
247,Georgia St. (Sun Belt),35,25-10,"1,116",31.9,"1,165",33.3,-1.4
248,Nicholls (Southland),29,10-19,981,33.8,"1,022",35.2,-1.4
249,Princeton (Ivy League),30,16-14,913,30.4,956,31.9,-1.4
250,Rutgers (Big Ten),32,10-22,"1,118",34.9,"1,164",36.4,-1.4
251,UNLV (Mountain West),33,18-15,"1,170",35.5,"1,220",37,-1.5
252,Central Conn. St. (NEC),31,5-26,"1,046",33.7,"1,093",35.3,-1.5
253,Monmouth (MAAC),33,18-15,"1,080",32.7,"1,131",34.3,-1.5
254,Rice (C-USA),32,12-20,"1,019",31.8,"1,069",33.4,-1.6
255,Long Beach St. (Big West),33,16-17,"1,126",34.1,"1,178",35.7,-1.6
256,Troy (Sun Belt),29,10-19,986,34,"1,033",35.6,-1.6
257,Holy Cross (Patriot),30,14-16,930,31,980,32.7,-1.7
258,Southeastern La. (Southland),32,9-23,"1,068",33.4,"1,122",35.1,-1.7
259,Iona (MAAC),35,26-9,"1,260",36,"1,320",37.7,-1.7
260,South Fla. (AAC),32,9-23,"1,084",33.9,"1,139",35.6,-1.7
261,Southern California (Pac-12),32,12-20,"1,149",35.9,"1,205",37.7,-1.8
261,Dayton (Atlantic 10),36,27-9,"1,121",31.1,"1,184",32.9,-1.8
263,Idaho St. (Big Sky),30,7-23,972,32.4,"1,025",34.2,-1.8
264,Oklahoma St. (Big 12),32,18-14,"1,039",32.5,"1,099",34.3,-1.9
265,Manhattan (MAAC),33,19-14,"1,065",32.3,"1,128",34.2,-1.9
266,Delaware (CAA),30,10-20,"1,061",35.4,"1,119",37.3,-1.9
267,Sacramento St. (Big Sky),33,21-12,974,29.5,"1,041",31.5,-2
268,Nebraska (Big Ten),31,13-18,"1,022",33,"1,085",35,-2
269,Campbell (Big South),32,10-22,988,30.9,"1,054",32.9,-2.1
270,Marshall (C-USA),32,11-21,"1,191",37.2,"1,258",39.3,-2.1
271,Lafayette (Patriot),33,20-13,"1,017",30.8,"1,090",33,-2.2
272,Elon (CAA),33,15-18,"1,151",34.9,"1,225",37.1,-2.2
273,Oregon St. (Pac-12),31,17-14,973,31.4,"1,044",33.7,-2.3
274,Mount St. Mary's (NEC),30,15-15,979,32.6,"1,050",35,-2.4
275,Miami (OH) (MAC),32,13-19,984,30.8,"1,060",33.1,-2.4
276,Indiana St. (MVC),31,15-16,"1,008",32.5,"1,082",34.9,-2.4
277,Ohio (MAC),30,10-20,"1,022",34.1,"1,095",36.5,-2.4
278,Texas St. (Sun Belt),31,14-17,"1,003",32.4,"1,079",34.8,-2.5
279,Missouri (SEC),32,9-23,"1,050",32.8,"1,130",35.3,-2.5
280,Minnesota (Big Ten),33,18-15,"1,087",32.9,"1,171",35.5,-2.5
281,Little Rock (Sun Belt),31,13-18,"1,063",34.3,"1,143",36.9,-2.6
282,Samford (SoCon),32,13-19,"1,015",31.7,"1,099",34.3,-2.6
282,Boston College (ACC),32,13-19,983,30.7,"1,067",33.3,-2.6
284,Washington St. (Pac-12),31,13-18,"1,026",33.1,"1,110",35.8,-2.7
285,VMI (SoCon),30,11-19,"1,178",39.3,"1,262",42.1,-2.8
286,Southern Utah (Big Sky),29,10-19,920,31.7,"1,002",34.6,-2.8
287,Robert Morris (NEC),35,20-15,"1,162",33.2,"1,262",36.1,-2.9
288,Saint Francis (PA) (NEC),32,16-16,998,31.2,"1,091",34.1,-2.9
289,South Carolina St. (MEAC),33,11-22,"1,141",34.6,"1,237",37.5,-2.9
290,Tennessee St. (OVC),31,5-26,"1,023",33,"1,117",36,-3
291,Drexel (CAA),30,11-19,948,31.6,"1,039",34.6,-3
292,East Carolina (AAC),33,14-19,"1,048",31.8,"1,152",34.9,-3.2
293,Fresno St. (Mountain West),32,15-17,"1,010",31.6,"1,111",34.7,-3.2
294,Portland St. (Big Sky),29,15-14,942,32.5,"1,034",35.7,-3.2
295,Drake (MVC),31,9-22,810,26.1,910,29.4,-3.2
296,Morgan St. (MEAC),31,7-24,"1,096",35.4,"1,197",38.6,-3.3
297,Kennesaw St. (ASUN),32,10-22,"1,094",34.2,"1,201",37.5,-3.3
298,UCF (AAC),30,12-18,997,33.2,"1,102",36.7,-3.5
299,Col. of Charleston (CAA),33,9-24,"1,064",32.2,"1,180",35.8,-3.5
300,North Dakota (Big Sky),30,8-22,961,32,"1,068",35.6,-3.6
301,Grambling (SWAC),29,2-27,928,32,"1,033",35.6,-3.6
302,Hartford (America East),30,14-16,936,31.2,"1,045",34.8,-3.6
303,Youngstown St. (Horizon),32,11-21,"1,056",33,"1,173",36.7,-3.7
303,Saint Louis (Atlantic 10),32,11-21,979,30.6,"1,096",34.3,-3.7
305,Cornell (Ivy League),30,13-17,981,32.7,"1,092",36.4,-3.7
306,St. John's (NY) (Big East),33,21-12,"1,165",35.3,"1,292",39.2,-3.8
307,Jacksonville St. (OVC),31,12-19,"1,043",33.6,"1,163",37.5,-3.9
308,Michigan (Big Ten),32,16-16,966,30.2,"1,090",34.1,-3.9
309,Savannah St. (MEAC),31,9-22,953,30.7,"1,075",34.7,-3.9
310,UTRGV (WAC),31,10-21,"1,000",32.3,"1,123",36.2,-4
311,Santa Clara (WCC),32,14-18,956,29.9,"1,084",33.9,-4
312,Fla. Atlantic (C-USA),29,9-20,898,31,"1,015",35,-4
313,Kansas City (WAC),33,14-19,"1,037",31.4,"1,172",35.5,-4.1
314,Binghamton (America East),32,6-26,992,31,"1,124",35.1,-4.1
315,Jacksonville (ASUN),32,10-22,"1,008",31.5,"1,141",35.7,-4.2
316,Stetson (ASUN),31,9-22,"1,040",33.5,"1,172",37.8,-4.3
317,Southern Miss. (C-USA),29,9-20,863,29.8,990,34.1,-4.4
318,Louisiana Tech (C-USA),36,27-9,"1,210",33.6,"1,368",38,-4.4
319,Fairfield (MAAC),31,7-24,979,31.6,"1,118",36.1,-4.5
320,UMBC (America East),30,4-26,902,30.1,"1,038",34.6,-4.5
321,Marquette (Big East),32,13-19,"1,000",31.3,"1,147",35.8,-4.6
322,American (Patriot),33,17-16,828,25.1,983,29.8,-4.7
323,Denver (Summit League),30,12-18,717,23.9,859,28.6,-4.7
324,Alcorn (SWAC),32,6-26,"1,038",32.4,"1,200",37.5,-5.1
325,Wright St. (Horizon),31,11-20,903,29.1,"1,060",34.2,-5.1
326,Western Ill. (Summit League),28,8-20,907,32.4,"1,054",37.6,-5.3
327,Eastern Ill. (OVC),33,18-15,"1,003",30.4,"1,183",35.8,-5.5
328,DePaul (Big East),32,12-20,969,30.3,"1,144",35.8,-5.5
329,Auburn (SEC),35,15-20,"1,104",31.5,"1,297",37.1,-5.5
330,Central Ark. (Southland),29,2-27,903,31.1,"1,066",36.8,-5.6
331,Northwestern St. (Southland),32,19-13,"1,106",34.6,"1,289",40.3,-5.7
332,San Jose St. (Mountain West),30,2-28,939,31.3,"1,112",37.1,-5.8
333,Longwood (Big South),34,11-23,"1,072",31.5,"1,269",37.3,-5.8
334,Utah St. (Mountain West),31,18-13,978,31.5,"1,158",37.4,-5.8
335,Richmond (Atlantic 10),35,21-14,"1,025",29.3,"1,233",35.2,-5.9
336,Prairie View (SWAC),33,15-18,"1,072",32.5,"1,269",38.5,-6
337,Virginia Tech (ACC),33,11-22,978,29.6,"1,188",36,-6.4
338,Ark.-Pine Bluff (SWAC),32,12-20,926,28.9,"1,136",35.5,-6.6
339,Maine (America East),30,3-27,881,29.4,"1,083",36.1,-6.7
340,Eastern Ky. (OVC),33,21-12,876,26.5,"1,100",33.3,-6.8
341,Florida A&M (MEAC),29,2-27,914,31.5,"1,114",38.4,-6.9
342,Mississippi Val. (SWAC),32,6-26,"1,052",32.9,"1,328",41.5,-8.6
343,Fairleigh Dickinson (NEC),29,8-21,868,29.9,"1,145",39.5,-9.6
344,Marist (MAAC),32,7-25,936,29.3,"1,245",38.9,-9.7
345,Coppin St. (MEAC),31,8-23,994,32.1,"1,326",42.8,-10.7
