Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2013,Central Conn. St. (NEC),False,DNP,DNP,DNP,DNP,43.3,-4.2,-6.2,42.8,73.2,35.2,45.2,36.6,1.0
2013,Montana St. (Big Sky),False,DNP,DNP,DNP,DNP,43.3,-2.1,-2.3,42.7,71.9,33.7,48.1,38.0,0.96
2013,Central Ark. (Southland),False,DNP,DNP,DNP,DNP,43.3,-2.2,-2.5,43.5,63.2,35.2,45.5,36.3,0.98
2013,William & Mary (CAA),False,DNP,DNP,DNP,DNP,43.3,0.5,0.2,46.7,70.9,37.4,43.3,31.3,1.09
2013,Columbia (Ivy League),False,DNP,DNP,DNP,DNP,42.9,1.9,1.0,42.1,74.5,34.7,43.5,36.8,1.1
2013,Ga. Southern (SoCon),False,DNP,DNP,DNP,DNP,42.4,-3.0,-2.0,41.9,68.8,34.1,43.9,31.9,0.73
2013,Western Caro. (SoCon),False,DNP,DNP,DNP,DNP,42.4,-0.3,-0.6,43.0,70.4,33.9,44.1,32.2,0.87
2013,Southeastern La. (Southland),False,DNP,DNP,DNP,DNP,41.9,-4.8,-3.3,40.9,66.2,35.7,43.8,38.0,0.76
2013,Northern Colo. (Big Sky),False,DNP,DNP,DNP,DNP,41.9,0.1,1.7,46.3,67.4,37.7,45.2,34.2,1.0
2013,Cornell (Ivy League),False,DNP,DNP,DNP,DNP,41.9,-4.1,-1.2,42.4,70.4,34.2,46.0,39.2,0.88
2013,Clemson (ACC),True,DNP,DNP,DNP,DNP,41.9,1.4,0.1,42.4,65.4,31.7,41.5,34.8,0.94
2013,Drexel (CAA),False,DNP,DNP,DNP,DNP,41.9,-0.1,3.5,41.2,74.5,33.5,43.4,34.2,0.99
2013,Wake Forest (ACC),True,DNP,DNP,DNP,DNP,41.9,-2.7,-2.4,43.4,68.0,34.5,45.5,35.9,0.79
2013,Liberty (Big South),False,64.0,16.0,Automatic,68.0,41.7,-0.8,-0.7,42.9,73.0,37.5,42.2,30.4,0.93
2013,Tennessee Tech (OVC),False,DNP,DNP,DNP,DNP,41.4,-2.5,1.1,42.6,70.8,31.9,43.7,33.1,0.73
2013,Buffalo (MAC),False,DNP,DNP,DNP,DNP,41.2,-0.4,3.7,44.9,70.3,34.7,42.0,33.4,0.97
2013,Bethune-Cookman (MEAC),False,DNP,DNP,DNP,DNP,41.2,-1.0,-1.5,41.6,62.4,30.6,45.4,34.5,1.05
2013,Washington St. (Pac-12),True,DNP,DNP,DNP,DNP,40.6,1.4,2.0,42.7,68.8,34.7,42.9,34.8,1.02
2013,West Virginia (Big 12),True,DNP,DNP,DNP,DNP,40.6,-1.9,1.2,40.8,69.5,31.6,44.8,38.1,0.95
2013,North Florida (ASUN),False,DNP,DNP,DNP,DNP,40.6,-3.6,-4.3,43.7,66.1,34.4,44.0,34.9,0.94
2013,Wofford (SoCon),False,DNP,DNP,DNP,DNP,40.6,-1.0,-1.5,39.2,72.5,30.7,42.5,30.9,0.89
