Rank,Team,GM,W-L,FGM,FGA,FG%
59,Stetson (ASUN),31,15-16,768,"1,683",45.6
60,Detroit Mercy (Horizon),33,20-13,908,"1,992",45.6
61,Iowa St. (Big 12),35,23-12,962,"2,111",45.6
62,Louisville (AAC),40,35-5,"1,048","2,300",45.6
63,Arizona (Pac-12),35,27-8,880,"1,933",45.5
64,New Mexico St. (WAC),35,24-11,832,"1,828",45.5
65,Illinois St. (MVC),33,18-15,871,"1,914",45.5
66,Miami (FL) (ACC),36,29-7,895,"1,968",45.5
67,Akron (MAC),33,26-7,852,"1,874",45.5
68,Portland St. (Big Sky),28,8-20,701,"1,542",45.5
69,Iona (MAAC),34,20-14,956,"2,106",45.4
70,Utah Valley (GWC),32,14-18,793,"1,749",45.3
71,UCF (C-USA),31,20-11,768,"1,695",45.3
72,Georgetown (AAC),32,25-7,737,"1,627",45.3
73,San Francisco (WCC),31,15-16,756,"1,669",45.3
74,The Citadel (SoCon),30,8-22,681,"1,504",45.3
75,Bucknell (Patriot),34,28-6,818,"1,807",45.3
76,Murray St. (OVC),31,21-10,776,"1,716",45.2
77,East Carolina (C-USA),35,23-12,922,"2,039",45.2
78,Hawaii (Big West),32,17-15,836,"1,852",45.1
79,La Salle (Atlantic 10),34,24-10,871,"1,931",45.1
80,UCLA (Pac-12),35,25-10,961,"2,131",45.1
81,Ohio St. (Big Ten),37,29-8,927,"2,056",45.1
82,Presbyterian (Big South),32,8-24,739,"1,640",45.1
83,VCU (Atlantic 10),36,27-9,"1,010","2,243",45
84,UNC Asheville (Big South),32,16-16,824,"1,831",45
85,Butler (Atlantic 10),36,27-9,869,"1,931",45
86,UTEP (C-USA),32,18-14,706,"1,571",44.9
87,Buffalo (MAC),34,14-20,794,"1,767",44.9
88,Colorado St. (Mountain West),35,26-9,881,"1,961",44.9
89,SMU (C-USA),32,15-17,729,"1,624",44.9
90,Boston U. (America East),30,17-13,739,"1,647",44.9
91,South Dakota (Summit League),30,10-20,721,"1,607",44.9
92,St. Bonaventure (Atlantic 10),29,14-15,708,"1,579",44.8
93,Pacific (Big West),35,22-13,824,"1,839",44.8
94,Drake (MVC),32,15-17,775,"1,732",44.7
95,Oregon (Pac-12),37,28-9,944,"2,110",44.7
96,High Point (Big South),31,17-14,823,"1,841",44.7
97,Oregon St. (Pac-12),32,14-18,829,"1,855",44.7
98,Loyola Chicago (Horizon),31,15-16,708,"1,586",44.6
99,Morgan St. (MEAC),32,17-15,806,"1,807",44.6
100,Saint Louis (Atlantic 10),35,28-7,808,"1,812",44.6
101,Army West Point (Patriot),31,16-15,767,"1,721",44.6
102,Canisius (MAAC),34,20-14,857,"1,923",44.6
103,Southern Ill. (MVC),31,14-17,733,"1,645",44.6
104,Campbell (Big South),33,13-20,855,"1,921",44.5
105,USC Upstate (ASUN),33,16-17,843,"1,896",44.5
106,Jacksonville St. (OVC),28,17-11,637,"1,433",44.5
107,California (Pac-12),33,21-12,833,"1,875",44.4
108,Samford (SoCon),32,11-21,711,"1,601",44.4
109,Stony Brook (America East),33,25-8,790,"1,779",44.4
110,Richmond (Atlantic 10),34,19-15,776,"1,748",44.4
111,Florida St. (ACC),34,18-16,780,"1,758",44.4
112,Minnesota (Big Ten),34,21-13,815,"1,838",44.3
113,Northeastern (CAA),33,20-13,768,"1,733",44.3
114,Longwood (Big South),33,8-25,841,"1,898",44.3
115,UNI (MVC),36,21-15,828,"1,869",44.3
116,IUPUI (Summit League),32,6-26,790,"1,785",44.3
117,Rutgers (AAC),31,15-16,747,"1,689",44.2
118,UConn (AAC),30,20-10,727,"1,644",44.2
119,Santa Clara (WCC),38,26-12,970,"2,195",44.2
120,Long Beach St. (Big West),33,19-14,811,"1,836",44.2
121,Col. of Charleston (SoCon),35,24-11,803,"1,819",44.1
122,George Washington (Atlantic 10),30,13-17,732,"1,660",44.1
123,Boston College (ACC),33,16-17,750,"1,701",44.1
124,North Carolina (ACC),36,25-11,"1,023","2,321",44.1
125,Wichita St. (MVC),39,30-9,954,"2,166",44
126,Texas A&M (SEC),33,18-15,767,"1,742",44
127,Sacred Heart (NEC),29,9-20,729,"1,656",44
128,New Orleans (Independent),26,8-18,666,"1,513",44
129,Texas Southern (SWAC),31,17-14,776,"1,763",44
130,Charlotte (Atlantic 10),33,21-12,793,"1,804",44
131,Towson (CAA),31,18-13,754,"1,717",43.9
131,Utah (Pac-12),33,15-18,754,"1,717",43.9
133,Coastal Carolina (Big South),29,14-15,714,"1,626",43.9
134,Tennessee St. (OVC),33,18-15,800,"1,822",43.9
135,Oklahoma St. (Big 12),33,24-9,814,"1,854",43.9
136,Syracuse (AAC),40,30-10,"1,007","2,294",43.9
137,Purdue Fort Wayne (Summit League),33,16-17,777,"1,771",43.9
138,Wright St. (Horizon),36,23-13,801,"1,826",43.9
139,Georgia St. (CAA),31,15-16,739,"1,685",43.9
140,Green Bay (Horizon),34,18-16,777,"1,772",43.8
141,Saint Joseph's (Atlantic 10),32,18-14,746,"1,702",43.8
142,Nicholls (Southland),30,9-21,713,"1,627",43.8
143,Ole Miss (SEC),36,27-9,977,"2,230",43.8
144,San Diego St. (Mountain West),34,23-11,839,"1,916",43.8
145,Evansville (MVC),36,21-15,900,"2,056",43.8
146,Vermont (America East),33,21-12,711,"1,626",43.7
147,North Florida (ASUN),32,13-19,763,"1,746",43.7
148,Eastern Ill. (OVC),32,11-21,691,"1,582",43.7
149,Bradley (MVC),35,18-17,876,"2,006",43.7
150,Seton Hall (AAC),33,15-18,744,"1,704",43.7
151,Northern Ariz. (Big Sky),32,11-21,788,"1,805",43.7
152,Wagner (NEC),31,19-12,756,"1,732",43.6
153,Oakland (Summit League),33,16-17,823,"1,886",43.6
154,George Mason (CAA),38,22-16,922,"2,113",43.6
155,App State (SoCon),31,15-16,777,"1,781",43.6
156,CSUN (Big West),31,14-17,818,"1,876",43.6
157,UNLV (Mountain West),35,25-10,872,"2,002",43.6
157,Kansas St. (Big 12),35,27-8,872,"2,002",43.6
159,Washington (Pac-12),34,18-16,841,"1,931",43.6
160,San Diego (WCC),34,16-18,782,"1,796",43.5
161,Morehead St. (OVC),33,15-18,842,"1,934",43.5
162,Albany (NY) (America East),35,24-11,761,"1,748",43.5
163,Central Ark. (Southland),30,13-17,856,"1,967",43.5
164,Oklahoma (Big 12),32,20-12,803,"1,847",43.5
165,Arkansas (SEC),32,19-13,852,"1,960",43.5
166,Mercer (ASUN),36,24-12,807,"1,857",43.5
167,Maine (America East),30,11-19,733,"1,688",43.4
168,DePaul (AAC),32,11-21,847,"1,951",43.4
169,Wake Forest (ACC),31,13-18,717,"1,652",43.4
170,Pepperdine (WCC),30,12-18,673,"1,551",43.4
171,Massachusetts (Atlantic 10),33,21-12,838,"1,932",43.4
172,VMI (Big South),31,14-17,872,"2,011",43.4
173,Tulsa (C-USA),33,17-16,763,"1,760",43.4
174,Colorado (Pac-12),33,21-12,775,"1,788",43.3
175,UC Irvine (Big West),37,21-16,932,"2,151",43.3
176,Southern U. (SWAC),33,23-10,761,"1,757",43.3
177,UAB (C-USA),33,16-17,857,"1,980",43.3
178,Fairleigh Dickinson (NEC),31,7-24,724,"1,675",43.2
179,Elon (SoCon),33,21-12,814,"1,884",43.2
180,Western Mich. (MAC),35,22-13,784,"1,815",43.2
181,Rider (MAAC),34,19-15,748,"1,733",43.2
182,Robert Morris (NEC),35,24-11,825,"1,912",43.1
183,UTRGV (GWC),32,16-16,739,"1,713",43.1
184,Youngstown St. (Horizon),34,18-16,853,"1,979",43.1
185,Loyola Maryland (MAAC),35,23-12,826,"1,919",43
186,Yale (Ivy League),31,14-17,697,"1,620",43
187,Western Caro. (SoCon),33,14-19,828,"1,925",43
188,Tennessee (SEC),33,20-13,753,"1,751",43
189,Miami (OH) (MAC),31,9-22,687,"1,598",43
190,Toledo (MAC),28,15-13,661,"1,539",42.9
191,Mount St. Mary's (NEC),32,18-14,778,"1,813",42.9
192,Indiana St. (MVC),33,18-15,733,"1,709",42.9
193,Liberty (Big South),36,15-21,838,"1,954",42.9
194,LSU (SEC),31,19-12,788,"1,839",42.8
195,Central Conn. St. (NEC),30,13-17,785,"1,832",42.8
196,Kent St. (MAC),35,21-14,823,"1,921",42.8
197,Temple (Atlantic 10),34,24-10,851,"1,987",42.8
198,Alabama (SEC),36,23-13,808,"1,887",42.8
199,Quinnipiac (NEC),31,15-16,789,"1,844",42.8
200,Louisiana (Sun Belt),33,13-20,827,"1,935",42.7
201,Western Ky. (Sun Belt),36,20-16,837,"1,959",42.7
202,ULM (Sun Belt),27,4-23,602,"1,409",42.7
203,Wyoming (Mountain West),34,20-14,707,"1,655",42.7
204,Marshall (C-USA),32,13-19,767,"1,796",42.7
205,FIU (Sun Belt),32,18-14,766,"1,794",42.7
206,Montana St. (Big Sky),30,13-17,733,"1,717",42.7
207,Washington St. (Pac-12),32,13-19,717,"1,681",42.7
208,St. Francis Brooklyn (NEC),30,12-18,763,"1,789",42.6
209,SIUE (OVC),27,9-18,609,"1,428",42.6
210,Southern California (Pac-12),32,14-18,778,"1,826",42.6
211,Virginia Tech (ACC),32,13-19,791,"1,857",42.6
212,Purdue (Big Ten),34,16-18,838,"1,968",42.6
213,Tennessee Tech (OVC),29,12-17,650,"1,527",42.6
214,Ball St. (MAC),30,15-15,656,"1,542",42.5
215,Marist (MAAC),31,10-21,710,"1,670",42.5
216,Penn (Ivy League),31,9-22,689,"1,621",42.5
217,Lipscomb (ASUN),30,12-18,717,"1,690",42.4
218,Clemson (ACC),31,13-18,697,"1,643",42.4
219,Cal Poly (Big West),32,18-14,719,"1,696",42.4
220,Cornell (Ivy League),31,13-18,732,"1,727",42.4
221,North Dakota (Big Sky),33,16-17,776,"1,833",42.3
221,Delaware (CAA),33,19-14,776,"1,833",42.3
223,New Mexico (Mountain West),35,29-6,768,"1,815",42.3
224,Gardner-Webb (Big South),34,21-13,791,"1,871",42.3
225,Cleveland St. (Horizon),32,14-18,733,"1,734",42.3
226,Jacksonville (ASUN),32,14-18,774,"1,831",42.3
227,Fairfield (MAAC),35,19-16,779,"1,843",42.3
228,Charleston So. (Big South),32,19-13,818,"1,937",42.2
229,Niagara (MAAC),33,19-14,837,"1,982",42.2
230,Fla. Atlantic (Sun Belt),32,14-18,732,"1,735",42.2
231,Kansas City (Summit League),32,8-24,703,"1,667",42.2
232,Little Rock (Sun Belt),32,17-15,732,"1,736",42.2
233,James Madison (CAA),36,21-15,818,"1,941",42.1
234,Texas Tech (Big 12),31,11-20,721,"1,712",42.1
235,NJIT (GWC),29,16-13,702,"1,667",42.1
236,Columbia (Ivy League),28,12-16,604,"1,435",42.1
237,Nevada (Mountain West),31,12-19,703,"1,671",42.1
238,Savannah St. (MEAC),34,19-15,710,"1,690",42
239,Wisconsin (Big Ten),35,23-12,823,"1,959",42
240,Texas St. (WAC),34,12-22,829,"1,974",42
241,Bowling Green (MAC),32,13-19,753,"1,795",41.9
242,UC Santa Barbara (Big West),31,11-20,703,"1,676",41.9
243,Seattle U (WAC),30,8-22,734,"1,750",41.9
244,Georgia Tech (ACC),31,16-15,751,"1,791",41.9
245,Ga. Southern (SoCon),33,14-19,721,"1,721",41.9
246,Iowa (Big Ten),38,25-13,903,"2,156",41.9
247,CSU Bakersfield (Independent),30,14-16,710,"1,697",41.8
248,Chattanooga (SoCon),32,13-19,762,"1,822",41.8
249,UNC Greensboro (SoCon),31,9-22,788,"1,886",41.8
250,Colgate (Patriot),32,11-21,735,"1,760",41.8
251,McNeese (Southland),31,14-17,771,"1,847",41.7
252,UNCW (CAA),30,10-20,679,"1,627",41.7
253,UC Riverside (Big West),31,6-25,688,"1,650",41.7
254,Bethune-Cookman (MEAC),34,14-20,815,"1,957",41.6
255,Villanova (AAC),34,20-14,732,"1,759",41.6
256,Tulane (C-USA),35,20-15,789,"1,896",41.6
257,Winthrop (Big South),31,14-17,647,"1,555",41.6
258,Norfolk St. (MEAC),33,21-12,769,"1,850",41.6
259,Stanford (Pac-12),34,19-15,832,"2,002",41.6
260,St. John's (NY) (AAC),33,17-16,825,"1,989",41.5
261,Eastern Wash. (Big Sky),31,10-21,751,"1,811",41.5
262,Saint Francis (PA) (NEC),29,5-24,633,"1,527",41.5
263,Holy Cross (Patriot),30,12-18,644,"1,555",41.4
264,Sacramento St. (Big Sky),29,14-15,640,"1,546",41.4
265,Houston Baptist (GWC),31,14-17,712,"1,720",41.4
266,American (Patriot),30,10-20,616,"1,491",41.3
267,Texas (Big 12),34,16-18,776,"1,880",41.3
268,Saint Peter's (MAAC),30,9-21,674,"1,633",41.3
269,North Texas (Sun Belt),32,12-20,740,"1,793",41.3
270,South Carolina (SEC),32,14-18,743,"1,802",41.2
271,UT Arlington (WAC),33,19-14,750,"1,820",41.2
272,Drexel (CAA),31,13-18,680,"1,651",41.2
273,Illinois (Big Ten),36,23-13,858,"2,084",41.2
274,Providence (AAC),34,19-15,801,"1,947",41.1
275,South Alabama (Sun Belt),30,17-13,679,"1,655",41
276,Portland (WCC),32,11-21,701,"1,709",41
277,Louisiana Tech (WAC),34,27-7,857,"2,092",41
278,Delaware St. (MEAC),33,15-18,709,"1,731",41
279,Brown (Ivy League),28,13-15,610,"1,490",40.9
280,Old Dominion (CAA),30,5-25,707,"1,727",40.9
281,Southeastern La. (Southland),31,13-18,690,"1,686",40.9
282,Hartford (America East),31,17-14,645,"1,578",40.9
283,Duquesne (Atlantic 10),30,8-22,714,"1,747",40.9
284,Central Mich. (MAC),31,11-20,680,"1,664",40.9
285,Auburn (SEC),32,9-23,726,"1,777",40.9
286,Georgia (SEC),32,15-17,636,"1,557",40.8
287,West Virginia (Big 12),32,13-19,722,"1,769",40.8
288,Lamar University (Southland),31,3-28,710,"1,741",40.8
289,Manhattan (MAAC),32,14-18,614,"1,506",40.8
290,Furman (SoCon),31,7-24,644,"1,580",40.8
291,Alabama St. (SWAC),32,10-22,734,"1,801",40.8
292,Vanderbilt (SEC),33,16-17,681,"1,671",40.8
293,Dartmouth (Ivy League),28,9-19,598,"1,468",40.7
294,UMBC (America East),31,8-23,718,"1,763",40.7
295,Nebraska (Big Ten),33,15-18,708,"1,741",40.7
296,Idaho St. (Big Sky),30,6-24,587,"1,444",40.7
297,A&M-Corpus Christi (Southland),29,6-23,634,"1,560",40.6
298,Southern Utah (Big Sky),31,11-20,718,"1,768",40.6
299,Arkansas St. (Sun Belt),31,19-12,705,"1,737",40.6
300,Missouri St. (MVC),33,11-22,698,"1,721",40.6
301,ETSU (ASUN),32,10-22,708,"1,751",40.4
302,Siena (MAAC),32,8-24,659,"1,631",40.4
303,Cincinnati (AAC),34,22-12,791,"1,963",40.3
304,N.C. A&T (MEAC),37,20-17,776,"1,927",40.3
305,Fordham (Atlantic 10),31,7-24,718,"1,785",40.2
306,LMU (CA) (WCC),34,11-23,769,"1,915",40.2
307,TCU (Big 12),32,11-21,631,"1,573",40.1
308,Northwestern (Big Ten),32,13-19,661,"1,648",40.1
309,Eastern Mich. (MAC),34,16-18,702,"1,751",40.1
310,UTSA (WAC),32,10-22,693,"1,729",40.1
311,Mississippi St. (SEC),32,10-22,670,"1,672",40.1
312,UIC (Horizon),34,18-16,720,"1,797",40.1
313,Rhode Island (Atlantic 10),29,8-21,616,"1,539",40
314,Kennesaw St. (ASUN),30,3-27,644,"1,609",40
315,Ark.-Pine Bluff (SWAC),30,16-14,683,"1,707",40
316,Chicago St. (GWC),33,11-22,779,"1,949",40
317,Alabama A&M (SWAC),31,11-20,696,"1,746",39.9
318,Prairie View (SWAC),34,15-19,822,"2,065",39.8
319,Troy (Sun Belt),33,12-21,758,"1,907",39.7
320,Rice (C-USA),31,5-26,644,"1,621",39.7
321,Radford (Big South),32,13-19,750,"1,888",39.7
322,Monmouth (NEC),31,10-21,715,"1,800",39.7
323,Florida A&M (MEAC),31,8-23,732,"1,849",39.6
324,Penn St. (Big Ten),31,10-21,661,"1,672",39.5
325,UT Martin (OVC),30,9-21,682,"1,733",39.4
326,Wofford (SoCon),32,13-19,665,"1,696",39.2
327,Hampton (MEAC),31,14-17,678,"1,731",39.2
327,South Carolina St. (MEAC),30,6-24,678,"1,731",39.2
329,Navy (Patriot),31,8-23,628,"1,605",39.1
330,Jackson St. (SWAC),29,11-18,647,"1,659",39
331,Fresno St. (Mountain West),30,11-19,610,"1,566",39
332,New Hampshire (America East),29,9-20,609,"1,566",38.9
333,South Fla. (AAC),31,12-19,647,"1,665",38.9
334,Milwaukee (Horizon),32,8-24,675,"1,741",38.8
335,Sam Houston (Southland),34,17-17,740,"1,918",38.6
336,Alcorn (SWAC),34,10-24,726,"1,888",38.5
337,Hofstra (CAA),32,7-25,658,"1,719",38.3
338,San Jose St. (WAC),29,9-20,629,"1,669",37.7
339,Binghamton (America East),30,3-27,588,"1,580",37.2
340,Mississippi Val. (SWAC),28,5-23,593,"1,604",37
341,Coppin St. (MEAC),32,8-24,687,"1,878",36.6
342,Howard (MEAC),31,7-24,572,"1,567",36.5
343,Grambling (SWAC),28,0-28,519,"1,436",36.1
344,Northern Ill. (MAC),30,5-25,561,"1,565",35.8
345,UMES (MEAC),28,2-26,538,"1,507",35.7
