Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2019,Stanford (Pac-12),True,DNP,DNP,DNP,DNP,48.4,0.9,2.2,45.3,67.2,31.7,43.2,34.6,0.84
2019,Cornell (Ivy League),False,DNP,DNP,DNP,DNP,48.4,-2.0,-4.7,44.2,72.2,33.2,43.9,32.7,1.1
2019,Pepperdine (WCC),False,DNP,DNP,DNP,DNP,47.1,1.3,-3.5,44.4,76.0,38.2,46.5,34.4,1.11
2019,UNI (MVC),False,DNP,DNP,DNP,DNP,47.1,-0.4,-0.1,41.6,74.7,34.8,44.0,33.7,0.94
2019,Cal St. Fullerton (Big West),False,DNP,DNP,DNP,DNP,47.1,0.7,0.4,45.4,70.8,31.7,42.6,31.5,0.9
2019,Longwood (Big South),False,DNP,DNP,DNP,DNP,47.1,0.0,1.0,42.8,73.2,35.5,41.7,33.7,0.84
2019,Eastern Wash. (Big Sky),False,DNP,DNP,DNP,DNP,47.1,-2.0,-0.2,42.9,72.9,35.0,45.2,38.0,1.16
2019,Missouri (SEC),True,DNP,DNP,DNP,DNP,46.9,-0.6,3.8,43.0,70.3,36.3,42.9,31.9,0.79
2019,SMU (AAC),False,DNP,DNP,DNP,DNP,46.9,1.7,1.3,44.2,71.5,34.1,42.8,35.1,1.26
2019,Sacred Heart (NEC),False,DNP,DNP,DNP,DNP,46.9,1.5,4.4,46.0,75.5,35.7,44.3,37.1,1.01
