,Year,Team,Power 5 School,Games,W,L,Win Pct,RPG,OPP RPG,REB MAR,FGPG,FGAPG,FG%,OPP FGPG,OPP FGAPG,OPP FG%,ASTPG,TOPG,AST/TO Ratio,OPP 3FGPG,OPP 3FGAPG,OPP 3FG%,FTPG,FTAPG,FT%,PPG,OPP PPG,SCR MAR,3FGPG,3FGAPG,3FG%,Seed,Berth type,Overall rank,Placement
10,2012,Wagner (NEC),False,31,25,6,80.6,34.6,34.0,0.6,25.12903225806452,57.0,44.1,20.93548387096774,51.354838709677416,40.8,12.903225806451612,13.290322580645162,0.97,4.419354838709677,14.32258064516129,30.9,16.548387096774192,22.258064516129032,74.3,73.4,64.3,9.1,6.580645161290323,18.258064516129032,36.0,DNP,DNP,DNP,DNP
11,2012,VCU (CAA),False,36,29,7,80.6,33.5,35.2,-1.8,23.25,56.66666666666666,41.0,21.166666666666668,49.888888888888886,42.4,12.02777777777778,11.416666666666666,1.05,4.833333333333333,15.055555555555555,32.1,14.083333333333334,20.55555555555556,68.5,68.0,59.8,8.2,7.416666666666667,22.22222222222222,33.4,12.0,Automatic,49.0,32.0
12,2012,Drexel (CAA),False,36,29,7,80.6,35.4,29.4,6.1,22.25,50.583333333333336,44.0,19.55555555555556,49.833333333333336,39.2,12.833333333333334,11.63888888888889,1.1,4.444444444444445,15.305555555555555,29.0,14.63888888888889,19.75,74.1,65.3,56.1,9.2,6.138888888888889,16.22222222222222,37.8,DNP,DNP,DNP,DNP
13,2012,Nevada (WAC),False,35,28,7,80.0,37.0,33.1,4.0,24.057142857142857,53.457142857142856,45.0,23.62857142857143,57.25714285714286,41.3,12.857142857142858,13.742857142857142,0.94,6.571428571428571,19.571428571428573,33.6,15.457142857142856,23.77142857142857,65.0,70.3,65.1,5.3,6.742857142857143,18.34285714285714,36.8,DNP,DNP,DNP,DNP
14,2012,New Mexico (Mountain West),False,35,28,7,80.0,37.7,31.2,6.5,25.02857142857143,54.22857142857143,46.2,20.88571428571429,54.371428571428574,38.4,16.37142857142857,13.342857142857143,1.23,6.085714285714285,19.685714285714287,30.9,15.114285714285714,21.4,70.6,72.7,59.3,13.4,7.542857142857143,19.97142857142857,37.8,5.0,Automatic,20.0,32.0
15,2012,Ohio St. (Big Ten),True,39,31,8,79.5,36.9,29.7,7.2,27.102564102564106,56.8974358974359,47.6,21.53846153846154,52.87179487179487,40.7,14.564102564102564,11.76923076923077,1.24,6.0,18.487179487179485,32.5,15.384615384615383,21.692307692307693,70.9,74.7,59.8,14.9,5.102564102564102,15.282051282051285,33.4,2.0,At-large,7.0,4.0
16,2012,Oral Roberts (Summit League),False,34,27,7,79.4,32.0,28.3,3.6,25.41176470588235,52.52941176470589,48.4,24.147058823529413,51.52941176470589,46.9,13.5,12.823529411764708,1.05,5.5588235294117645,15.205882352941176,36.6,16.38235294117647,21.97058823529412,74.6,72.6,65.8,6.7,5.352941176470588,14.911764705882351,35.9,DNP,DNP,DNP,DNP
17,2012,Duke (ACC),True,34,27,7,79.4,36.7,34.1,2.6,25.705882352941178,56.3235294117647,45.6,25.41176470588235,58.70588235294117,43.3,12.441176470588236,12.205882352941176,1.02,4.5,14.176470588235292,31.7,17.823529411764707,25.41176470588235,70.1,77.3,68.6,8.6,8.058823529411764,21.735294117647054,37.1,2.0,At-large,6.0,64.0
18,2012,Middle Tenn. (Sun Belt),False,34,27,7,79.4,35.2,32.6,2.6,25.94117647058824,52.41176470588236,49.5,21.235294117647054,53.52941176470589,39.7,15.441176470588236,13.911764705882351,1.11,5.294117647058823,16.647058823529413,31.8,15.647058823529411,24.647058823529413,63.5,72.3,62.6,9.7,DNP,DNP,DNP,DNP,DNP,DNP,DNP
19,2012,Baylor (Big 12),True,38,30,8,78.9,36.4,31.1,5.4,26.42105263157895,56.526315789473685,46.7,23.23684210526316,55.63157894736842,41.8,15.0,13.736842105263158,1.09,6.105263157894737,18.23684210526316,33.5,15.052631578947368,19.973684210526315,75.4,74.7,65.3,9.4,6.815789473684211,17.789473684210527,38.3,3.0,At-large,9.0,8.0
20,2012,Gonzaga (WCC),False,33,26,7,78.8,36.8,30.6,6.2,24.939393939393938,52.72727272727273,47.3,23.363636363636363,56.57575757575758,41.3,13.787878787878787,13.12121212121212,1.05,6.0,19.303030303030305,31.1,17.424242424242426,24.33333333333333,71.6,73.8,63.2,10.6,6.515151515151516,17.181818181818183,37.9,7.0,At-large,27.0,32.0
21,2012,Michigan St. (Big Ten),True,37,29,8,78.4,37.9,29.9,8.0,25.945945945945947,54.37837837837838,47.7,20.2972972972973,53.567567567567565,37.9,15.297297297297296,13.0,1.18,5.783783783783784,19.324324324324323,29.9,14.35135135135135,20.513513513513512,70.0,71.6,59.3,12.3,5.405405405405405,15.0,36.0,1.0,Automatic,4.0,16.0
22,2012,Ohio (MAC),False,37,29,8,78.4,34.1,35.2,-1.1,24.35135135135135,57.054054054054056,42.7,20.945945945945947,50.86486486486486,41.2,13.18918918918919,13.027027027027026,1.01,5.351351351351352,18.216216216216218,29.4,13.972972972972974,20.24324324324324,69.0,70.2,62.5,7.7,7.513513513513513,21.864864864864863,34.4,13.0,Automatic,52.0,16.0
23,2012,Montana (Big Sky),False,32,25,7,78.1,32.6,33.5,-0.8,24.40625,52.78125,46.2,21.375,52.75,40.5,13.625,12.5,1.09,5.15625,15.5625,33.1,15.0625,21.03125,71.6,70.0,62.0,7.9,6.09375,16.375,37.2,13.0,Automatic,55.0,64.0
24,2012,Weber St. (Big Sky),False,32,25,7,78.1,34.1,33.7,0.3,25.78125,56.15625,45.9,24.375,57.0,42.8,13.25,10.625,1.25,7.15625,20.0,35.8,16.8125,20.65625,81.4,77.3,69.1,8.2,8.90625,22.75,39.1,DNP,DNP,DNP,DNP
25,2012,Lehigh (Patriot),False,35,27,8,77.1,35.9,34.3,1.5,25.77142857142857,58.0,44.4,23.085714285714285,55.77142857142857,41.4,13.028571428571428,11.17142857142857,1.17,5.885714285714286,18.02857142857143,32.6,16.857142857142858,21.942857142857143,76.8,75.7,65.4,10.3,7.257142857142857,20.742857142857144,35.0,15.0,Automatic,60.0,32.0
26,2012,Belmont (ASUN),False,35,27,8,77.1,36.0,33.2,2.7,27.857142857142858,57.885714285714286,48.1,24.285714285714285,56.6,42.9,17.314285714285713,12.285714285714286,1.41,5.914285714285715,17.428571428571427,33.9,16.34285714285714,22.228571428571428,73.5,80.9,67.5,13.4,8.82857142857143,23.34285714285714,37.8,14.0,Automatic,57.0,64.0
27,2012,South Dakota St. (Summit League),False,35,27,8,77.1,34.1,32.2,1.9,26.228571428571428,56.08571428571429,46.8,24.88571428571429,55.48571428571429,44.9,14.285714285714286,10.571428571428571,1.35,5.685714285714286,17.457142857142856,32.6,16.257142857142856,22.37142857142857,72.7,76.8,66.5,10.3,8.114285714285714,20.8,39.0,14.0,Automatic,56.0,64.0
28,2012,Marquette (AAC),False,35,27,8,77.1,36.3,36.4,-0.1,26.257142857142856,58.08571428571429,45.2,23.742857142857144,59.0,40.2,16.571428571428573,13.17142857142857,1.26,6.085714285714285,19.257142857142856,31.6,17.114285714285714,23.742857142857144,72.1,75.4,65.9,9.4,5.742857142857143,17.02857142857143,33.7,3.0,At-large,10.0,16.0
29,2012,San Diego St. (Mountain West),False,34,26,8,76.5,36.9,32.4,4.4,25.38235294117647,55.97058823529412,45.3,22.88235294117647,56.5,40.5,12.264705882352942,12.529411764705882,0.98,6.882352941176471,20.38235294117647,33.8,14.5,20.676470588235293,70.1,71.1,63.7,7.4,5.794117647058823,17.0,34.1,6.0,At-large,24.0,64.0
30,2012,Saint Louis (Atlantic 10),False,34,26,8,76.5,32.7,31.1,1.6,23.94117647058824,53.3235294117647,44.9,20.323529411764707,49.05882352941177,41.4,13.5,11.235294117647058,1.2,3.941176470588236,12.5,31.5,13.823529411764708,19.205882352941178,72.0,68.7,57.6,11.1,7.0,19.5,35.9,9.0,At-large,36.0,32.0
31,2012,Davidson (SoCon),False,33,25,8,75.8,38.8,32.5,6.4,26.63636363636364,59.66666666666666,44.6,23.666666666666668,55.45454545454545,42.7,13.787878787878787,11.757575757575758,1.17,5.151515151515151,15.090909090909092,34.1,16.90909090909091,22.181818181818183,76.2,77.9,67.8,10.1,7.727272727272727,23.03030303030303,33.6,13.0,Automatic,53.0,64.0
32,2012,Iona (MAAC),False,33,25,8,75.8,34.8,34.1,0.7,30.939393939393938,61.60606060606061,50.2,26.818181818181817,59.45454545454545,45.1,19.33333333333333,12.545454545454543,1.54,7.181818181818182,20.272727272727277,35.4,13.333333333333334,18.696969696969692,71.3,82.9,72.7,10.2,7.696969696969697,19.87878787878788,38.7,14.0,At-large,50.0,68.0
33,2012,Louisville (AAC),False,40,30,10,75.0,37.8,36.1,1.7,24.075,57.025,42.2,21.425,55.825,38.4,13.3,14.05,0.95,5.45,18.0,30.3,14.2,20.65,68.8,68.2,61.0,7.2,5.825,18.325,31.8,4.0,Automatic,16.0,4.0
34,2012,Indiana (Big Ten),True,36,27,9,75.0,34.4,30.4,4.1,26.36111111111111,53.55555555555556,49.2,23.52777777777778,55.22222222222222,42.6,13.52777777777778,12.86111111111111,1.05,6.083333333333333,17.444444444444443,34.9,18.194444444444443,23.83333333333333,76.3,77.3,66.4,10.8,6.361111111111111,14.75,43.1,4.0,At-large,15.0,16.0
35,2012,Temple (Atlantic 10),False,32,24,8,75.0,34.8,34.0,0.8,26.90625,57.375,46.9,25.1875,57.96875,43.5,15.40625,12.53125,1.23,5.65625,16.625,34.0,14.09375,19.59375,71.9,75.0,69.5,5.5,7.125,17.9375,39.7,5.0,At-large,17.0,64.0
36,2012,BYU (WCC),False,35,26,9,74.3,38.5,34.7,3.8,27.914285714285715,59.97142857142857,46.5,24.02857142857143,57.97142857142857,41.4,17.114285714285714,13.514285714285714,1.27,6.542857142857143,20.97142857142857,31.2,15.428571428571429,22.02857142857143,70.0,77.9,67.4,10.5,6.6571428571428575,19.4,34.3,14.0,At-large,48.0,64.0
37,2012,UNLV (Mountain West),False,35,26,9,74.3,37.7,34.8,2.9,26.914285714285715,58.91428571428571,45.7,23.34285714285714,56.885714285714286,41.0,17.6,13.314285714285717,1.32,6.2,18.37142857142857,33.7,14.17142857142857,20.97142857142857,67.6,76.3,65.9,10.4,8.314285714285715,22.82857142857143,36.4,6.0,At-large,21.0,64.0
38,2012,Memphis (C-USA),False,35,26,9,74.3,34.3,32.9,1.3,26.65714285714286,54.25714285714286,49.1,21.457142857142856,55.57142857142857,38.6,14.457142857142856,12.685714285714283,1.14,5.371428571428571,17.228571428571428,31.2,16.085714285714285,22.428571428571427,71.7,74.7,63.1,11.6,5.285714285714286,14.6,36.2,8.0,Automatic,31.0,64.0
39,2012,Long Beach St. (Big West),False,34,25,9,73.5,35.6,32.6,3.0,25.88235294117647,55.294117647058826,46.8,23.647058823529413,56.14705882352941,42.1,14.0,12.941176470588236,1.08,6.088235294117647,18.11764705882353,33.6,15.558823529411764,23.264705882352946,66.9,73.8,64.0,9.9,6.5,18.176470588235293,35.8,12.0,Automatic,51.0,64.0
40,2012,Southern Miss. (C-USA),False,34,25,9,73.5,36.6,32.1,4.6,24.08823529411765,58.088235294117645,41.5,22.529411764705884,50.794117647058826,44.4,11.0,11.088235294117649,0.99,5.264705882352941,15.147058823529411,34.8,16.852941176470587,22.91176470588235,73.6,71.4,65.1,6.3,6.323529411764706,17.676470588235293,35.8,9.0,At-large,35.0,64.0
41,2012,LIU (NEC),False,34,25,9,73.5,38.1,36.3,1.8,27.058823529411764,57.05882352941177,47.4,30.558823529411764,68.02941176470588,44.9,14.705882352941176,16.058823529411764,0.92,6.147058823529412,18.735294117647054,32.8,20.705882352941178,28.38235294117647,73.0,81.4,77.7,3.8,6.617647058823529,17.823529411764707,37.1,16.0,Automatic,63.0,64.0
42,2012,UT Arlington (Southland),False,33,24,9,72.7,39.3,34.2,5.2,25.51515151515152,57.09090909090909,44.7,23.24242424242424,56.63636363636363,41.0,13.393939393939394,16.09090909090909,0.83,7.727272727272727,23.151515151515152,33.4,18.90909090909091,26.90909090909091,70.3,76.9,67.6,9.2,6.9393939393939394,19.60606060606061,35.4,DNP,DNP,DNP,DNP
43,2012,Georgetown (AAC),False,33,24,9,72.7,36.2,30.8,5.3,24.57575757575757,52.81818181818182,46.5,20.696969696969692,53.51515151515152,38.7,13.666666666666666,12.636363636363637,1.08,4.96969696969697,17.78787878787879,27.9,14.242424242424242,20.393939393939394,69.8,69.0,59.4,9.7,5.636363636363637,16.242424242424242,34.7,3.0,At-large,12.0,32.0
44,2012,Loyola Maryland (MAAC),False,33,24,9,72.7,35.0,32.2,2.8,22.87878787878788,53.78787878787879,42.5,22.393939393939394,52.21212121212121,42.9,11.909090909090908,13.424242424242424,0.89,5.090909090909091,14.12121212121212,36.1,16.606060606060606,23.09090909090909,71.9,67.3,64.2,3.1,DNP,DNP,DNP,15.0,Automatic,59.0,64.0
45,2012,George Mason (CAA),False,33,24,9,72.7,36.4,34.1,2.3,25.09090909090909,54.18181818181818,46.3,22.181818181818183,56.48484848484848,39.3,12.93939393939394,15.242424242424242,0.85,5.878787878787879,18.24242424242424,32.2,15.484848484848484,22.181818181818183,69.8,70.4,64.9,5.5,DNP,DNP,DNP,DNP,DNP,DNP,DNP
46,2012,Norfolk St. (MEAC),False,36,26,10,72.2,36.3,34.5,1.8,24.166666666666668,54.91666666666666,44.0,23.38888888888889,56.77777777777778,41.2,11.97222222222222,14.97222222222222,0.8,5.833333333333333,18.75,31.1,15.11111111111111,23.05555555555556,65.5,68.9,67.1,1.8,5.5,17.63888888888889,31.2,15.0,Automatic,62.0,32.0
47,2012,Wisconsin (Big Ten),True,36,26,10,72.2,33.5,31.2,2.3,22.13888888888889,52.083333333333336,42.5,19.666666666666668,50.52777777777778,38.9,11.88888888888889,8.88888888888889,1.34,3.583333333333333,12.194444444444445,29.4,11.805555555555555,15.97222222222222,73.9,64.0,53.2,10.8,7.916666666666667,21.52777777777778,36.8,4.0,At-large,14.0,16.0
48,2012,New Mexico St. (WAC),False,36,26,10,72.2,39.8,31.3,8.5,26.944444444444443,56.80555555555556,47.4,24.88888888888889,57.91666666666666,43.0,13.833333333333334,14.805555555555555,0.93,5.916666666666667,18.30555555555556,32.3,19.63888888888889,29.38888888888889,66.8,78.1,68.3,9.8,DNP,DNP,DNP,13.0,Automatic,54.0,64.0
49,2012,Bucknell (Patriot),False,35,25,10,71.4,35.3,28.9,6.5,23.88571428571429,51.8,46.1,20.857142857142858,52.57142857142857,39.7,13.657142857142857,11.885714285714286,1.15,6.457142857142857,18.88571428571429,34.2,15.2,19.62857142857143,77.4,68.9,61.3,7.5,5.885714285714286,15.028571428571428,39.2,DNP,DNP,DNP,DNP
50,2012,Florida St. (ACC),True,35,25,10,71.4,36.4,33.4,3.0,25.057142857142857,54.94285714285714,45.6,21.4,56.142857142857146,38.1,12.2,16.142857142857142,0.76,6.314285714285714,20.428571428571427,30.9,13.514285714285714,19.114285714285717,70.7,69.8,62.9,6.9,6.171428571428572,17.457142857142856,35.4,3.0,Automatic,11.0,32.0
51,2012,Mercer (ASUN),False,38,27,11,71.1,34.6,33.0,1.6,23.657894736842103,51.78947368421053,45.7,21.18421052631579,54.81578947368421,38.6,13.657894736842104,14.894736842105264,0.92,6.105263157894737,19.81578947368421,30.8,13.86842105263158,19.31578947368421,71.8,68.1,62.8,5.3,6.947368421052632,19.210526315789476,36.2,DNP,DNP,DNP,DNP
52,2012,Denver (Sun Belt),False,31,22,9,71.0,26.5,30.4,-4.0,23.483870967741936,48.16129032258065,48.8,20.93548387096774,47.935483870967744,43.7,15.612903225806452,12.096774193548388,1.29,4.483870967741935,12.35483870967742,36.3,12.935483870967742,16.967741935483872,76.2,68.1,60.5,7.6,8.225806451612904,20.64516129032258,39.8,DNP,DNP,DNP,DNP
53,2012,California (Pac-12),True,34,24,10,70.6,34.8,30.5,4.3,26.264705882352946,55.23529411764706,47.6,23.11764705882353,55.6764705882353,41.5,15.882352941176473,12.088235294117649,1.31,5.470588235294118,16.705882352941178,32.7,14.029411764705882,18.852941176470587,74.4,71.1,61.9,9.3,DNP,DNP,DNP,12.0,At-large,45.0,68.0
54,2012,Michigan (Big Ten),True,34,24,10,70.6,30.8,31.6,-0.9,23.764705882352946,52.26470588235294,45.5,22.235294117647054,52.0,42.8,12.676470588235292,10.882352941176473,1.16,5.970588235294118,17.294117647058822,34.5,10.676470588235292,14.794117647058824,72.2,66.3,61.5,4.9,8.117647058823529,23.176470588235293,35.0,4.0,At-large,13.0,64.0
55,2012,Oregon (Pac-12),True,34,24,10,70.6,34.1,32.5,1.6,25.97058823529412,55.41176470588236,46.9,25.294117647058822,57.70588235294117,43.8,14.264705882352942,12.882352941176473,1.11,5.970588235294118,17.470588235294116,34.2,15.147058823529411,21.352941176470587,70.9,74.3,68.9,5.5,7.235294117647059,19.352941176470587,37.4,DNP,DNP,DNP,DNP
56,2012,UNC Asheville (Big South),False,34,24,10,70.6,34.6,33.3,1.3,27.058823529411764,56.088235294117645,48.2,25.44117647058824,57.3235294117647,44.4,16.647058823529413,13.411764705882351,1.24,6.882352941176471,19.735294117647054,34.9,20.058823529411764,26.264705882352946,76.4,80.7,71.4,9.4,6.5588235294117645,18.5,35.5,16.0,Automatic,64.0,64.0
57,2012,Robert Morris (NEC),False,37,26,11,70.3,35.8,30.7,5.1,22.81081081081081,54.5945945945946,41.8,20.64864864864865,48.054054054054056,43.0,13.324324324324325,13.783783783783784,0.97,6.324324324324325,17.972972972972972,35.2,16.324324324324323,23.2972972972973,70.1,68.4,63.5,5.0,6.486486486486487,18.43243243243243,35.2,DNP,DNP,DNP,DNP
58,2012,Stanford (Pac-12),True,37,26,11,70.3,37.2,32.5,4.7,25.35135135135135,56.94594594594594,44.5,22.18918918918919,53.7027027027027,41.3,12.864864864864863,13.83783783783784,0.93,5.594594594594595,16.7027027027027,33.5,14.297297297297296,21.45945945945946,66.6,71.8,63.2,8.6,6.8108108108108105,17.972972972972972,37.9,DNP,DNP,DNP,DNP
59,2012,Florida (SEC),True,37,26,11,70.3,35.7,32.9,2.8,26.37837837837838,56.91891891891892,46.3,23.64864864864865,55.86486486486486,42.3,14.891891891891891,11.08108108108108,1.34,6.108108108108108,17.864864864864863,34.2,13.486486486486486,18.91891891891892,71.3,75.9,65.0,10.9,9.64864864864865,25.37837837837838,38.0,7.0,At-large,28.0,8.0
60,2012,Cincinnati (AAC),False,37,26,11,70.3,36.0,35.8,0.2,24.97297297297297,59.2972972972973,42.1,22.945945945945947,55.75675675675676,41.2,12.945945945945946,10.891891891891891,1.19,5.594594594594595,17.324324324324323,32.3,11.18918918918919,17.37837837837838,64.4,68.2,61.5,6.6,7.027027027027027,20.62162162162162,34.1,6.0,At-large,22.0,16.0
61,2012,Vanderbilt (SEC),True,36,25,11,69.4,34.6,33.0,1.5,24.58333333333333,53.36111111111112,46.1,23.916666666666668,57.083333333333336,41.9,12.72222222222222,13.22222222222222,0.96,5.722222222222222,18.52777777777778,30.9,14.944444444444445,21.38888888888889,69.9,72.6,65.0,7.7,8.527777777777779,22.0,38.8,5.0,Automatic,18.0,32.0
62,2012,Stony Brook (America East),False,32,22,10,68.8,37.6,29.3,8.3,24.0,56.25,42.7,21.15625,50.46875,41.9,11.03125,12.34375,0.89,6.90625,19.71875,35.0,12.1875,17.59375,69.3,66.4,59.1,7.3,6.21875,18.875,32.9,DNP,DNP,DNP,DNP
63,2012,Virginia (ACC),True,32,22,10,68.8,32.2,29.6,2.6,22.53125,49.25,45.7,19.875,49.65625,40.0,12.3125,11.46875,1.07,4.65625,16.09375,28.9,12.59375,17.4375,72.2,62.5,54.2,8.3,DNP,DNP,DNP,10.0,At-large,39.0,64.0
64,2012,Washington (Pac-12),True,35,24,11,68.6,40.1,34.9,5.2,27.6,61.62857142857143,44.8,24.742857142857144,58.65714285714286,42.2,13.571428571428571,13.142857142857142,1.03,5.8,17.714285714285715,32.7,14.2,22.8,62.3,75.6,70.1,5.5,6.2,18.085714285714285,34.3,DNP,DNP,DNP,DNP
65,2012,Cal St. Fullerton (Big West),False,31,21,10,67.7,37.6,31.9,5.6,26.870967741935484,56.87096774193548,47.2,24.83870967741936,56.83870967741935,43.7,14.96774193548387,15.32258064516129,0.98,6.806451612903226,18.451612903225808,36.9,15.64516129032258,22.548387096774192,69.4,78.0,71.1,6.8,8.580645161290322,21.225806451612904,40.4,DNP,DNP,DNP,DNP
66,2012,Iowa St. (Big 12),True,34,23,11,67.6,36.7,32.1,4.6,24.91176470588235,55.52941176470589,44.9,25.41176470588235,58.14705882352941,43.7,14.235294117647058,12.323529411764708,1.16,5.676470588235294,18.529411764705884,30.6,14.794117647058824,21.5,68.8,73.2,67.2,6.0,8.617647058823529,23.11764705882353,37.3,8.0,At-large,30.0,32.0
67,2012,Massachusetts (Atlantic 10),False,37,25,12,67.6,39.5,39.2,0.3,27.45945945945946,63.270270270270274,43.4,24.864864864864863,60.891891891891895,40.8,15.27027027027027,14.81081081081081,1.03,6.54054054054054,21.27027027027027,30.7,14.243243243243244,21.16216216216216,67.3,76.9,72.4,4.5,7.783783783783784,22.2972972972973,34.9,DNP,DNP,DNP,DNP
68,2012,Colorado (Pac-12),True,36,24,12,66.7,35.8,32.8,3.0,23.194444444444443,52.05555555555556,44.6,22.55555555555556,55.80555555555556,40.4,11.72222222222222,13.0,0.9,6.361111111111111,19.52777777777778,32.6,15.555555555555555,22.5,69.1,67.5,63.0,4.4,5.527777777777778,15.88888888888889,34.8,11.0,Automatic,44.0,32.0
69,2012,Vermont (America East),False,36,24,12,66.7,35.5,32.1,3.4,23.55555555555556,53.16666666666666,44.3,21.75,53.61111111111112,40.6,13.194444444444445,12.36111111111111,1.07,5.305555555555555,16.72222222222222,31.7,14.666666666666666,19.83333333333333,73.9,67.1,60.9,6.2,5.305555555555555,15.583333333333334,34.0,16.0,Automatic,66.0,64.0
70,2012,Kansas St. (Big 12),True,33,22,11,66.7,37.2,32.4,4.8,24.60606060606061,56.03030303030303,43.9,21.696969696969692,53.03030303030303,40.9,14.181818181818182,14.363636363636363,0.99,5.393939393939394,16.575757575757574,32.5,16.242424242424242,24.21212121212121,67.1,71.0,64.1,6.9,5.545454545454546,16.545454545454547,33.5,8.0,At-large,32.0,32.0
71,2012,Cleveland St. (Horizon),False,33,22,11,66.7,32.3,31.9,0.4,24.363636363636363,54.48484848484848,44.7,19.63636363636364,47.39393939393939,41.4,13.666666666666666,13.87878787878788,0.98,4.787878787878788,15.090909090909092,31.7,10.666666666666666,15.030303030303031,71.0,66.0,60.1,5.9,6.575757575757576,18.151515151515152,36.2,DNP,DNP,DNP,DNP
72,2012,UCF (C-USA),False,33,22,11,66.7,36.3,33.5,2.8,23.272727272727277,53.84848484848485,43.2,23.151515151515152,54.96969696969697,42.1,11.363636363636363,12.636363636363637,0.9,5.757575757575758,18.424242424242426,31.3,13.696969696969695,21.87878787878788,62.6,65.6,63.5,2.1,5.393939393939394,17.939393939393938,30.1,DNP,DNP,DNP,DNP
73,2012,Arizona (Pac-12),True,35,23,12,65.7,35.3,33.5,1.8,22.714285714285715,51.77142857142857,43.9,22.82857142857143,56.25714285714286,40.6,13.514285714285714,12.457142857142856,1.08,4.857142857142857,17.02857142857143,28.5,16.228571428571428,23.02857142857143,70.5,69.0,62.7,6.3,7.371428571428571,19.51428571428572,37.8,DNP,DNP,DNP,DNP
74,2012,Lamar University (Southland),False,35,23,12,65.7,39.6,34.4,5.2,25.77142857142857,59.62857142857143,43.2,23.942857142857143,56.82857142857143,42.1,12.8,11.971428571428572,1.07,5.057142857142857,14.742857142857142,34.3,17.6,24.428571428571427,72.0,73.5,65.6,7.9,DNP,DNP,DNP,16.0,Automatic,65.0,68.0
