Rank,Team,GM,W-L,PTS,PPG,OPP PTS,OPP PPG,SCR MAR
58,Gardner-Webb (Big South),33,19-14,"2,546",77.2,"2,319",70.3,6.9
59,Marquette (Big East),32,19-13,"2,631",82.2,"2,416",75.5,6.7
60,Loyola Chicago (MVC),32,18-14,"2,348",73.4,"2,137",66.8,6.6
61,Indiana (Big Ten),34,18-16,"2,711",79.7,"2,491",73.3,6.5
62,BYU (WCC),34,22-12,"2,741",80.6,"2,523",74.2,6.4
63,Texas Tech (Big 12),32,18-14,"2,346",73.3,"2,146",67.1,6.3
64,Akron (MAC),36,27-9,"2,772",77,"2,550",70.8,6.2
65,Weber St. (Big Sky),34,20-14,"2,712",79.8,"2,505",73.7,6.1
66,Harvard (Ivy League),28,18-10,"2,012",71.9,"1,842",65.8,6.1
67,Troy (Sun Belt),37,22-15,"2,889",78.1,"2,667",72.1,6
68,San Diego St. (Mountain West),33,19-14,"2,260",68.5,"2,064",62.5,5.9
69,UCF (AAC),36,24-12,"2,414",67.1,"2,202",61.2,5.9
70,Chattanooga (SoCon),31,19-12,"2,314",74.6,"2,132",68.8,5.9
71,UNC Greensboro (SoCon),35,25-10,"2,628",75.1,"2,424",69.3,5.8
72,Maryland (Big Ten),33,24-9,"2,438",73.9,"2,246",68.1,5.8
73,Rice (C-USA),35,23-12,"2,853",81.5,"2,650",75.7,5.8
74,Valparaiso (Horizon),33,24-9,"2,465",74.7,"2,274",68.9,5.8
75,Minnesota (Big Ten),34,24-10,"2,556",75.2,"2,361",69.4,5.7
76,Louisiana (Sun Belt),33,21-12,"2,704",81.9,"2,518",76.3,5.6
77,Northwestern (Big Ten),36,24-12,"2,558",71.1,"2,357",65.5,5.6
78,Albany (NY) (America East),35,21-14,"2,496",71.3,"2,301",65.7,5.6
79,Lamar University (Southland),34,19-15,"2,623",77.1,"2,434",71.6,5.6
80,Arkansas (SEC),36,26-10,"2,855",79.3,"2,659",73.9,5.4
81,Lehigh (Patriot),32,20-12,"2,432",76,"2,261",70.7,5.3
82,Syracuse (ACC),34,19-15,"2,594",76.3,"2,416",71.1,5.2
83,Saint Peter's (MAAC),36,23-13,"2,376",66,"2,189",60.8,5.2
84,Southern California (Pac-12),36,26-10,"2,816",78.2,"2,633",73.1,5.1
84,UC Irvine (Big West),36,21-15,"2,514",69.8,"2,331",64.8,5.1
86,TCU (Big 12),39,24-15,"2,914",74.7,"2,718",69.7,5
87,Towson (CAA),33,20-13,"2,447",74.2,"2,283",69.2,5
88,New Hampshire (America East),32,20-12,"2,277",71.2,"2,118",66.2,5
89,Miami (FL) (ACC),33,21-12,"2,278",69,"2,116",64.1,4.9
90,California (Pac-12),34,21-13,"2,316",68.1,"2,154",63.4,4.8
91,Eastern Mich. (MAC),33,16-17,"2,566",77.8,"2,409",73,4.8
92,Wright St. (Horizon),32,20-12,"2,465",77,"2,317",72.4,4.6
93,Colorado St. (Mountain West),36,24-12,"2,611",72.5,"2,447",68,4.6
94,St. Bonaventure (Atlantic 10),32,20-12,"2,459",76.8,"2,316",72.4,4.5
95,Col. of Charleston (CAA),35,25-10,"2,416",69,"2,260",64.6,4.5
96,Wake Forest (ACC),33,19-14,"2,733",82.8,"2,588",78.4,4.4
96,Virginia Tech (ACC),33,22-11,"2,610",79.1,"2,465",74.7,4.4
98,Northern Ky. (Horizon),35,24-11,"2,659",76,"2,507",71.6,4.3
99,Kansas St. (Big 12),35,21-14,"2,523",72.1,"2,372",67.8,4.3
100,San Francisco (WCC),33,20-13,"2,362",71.6,"2,222",67.3,4.2
101,Yale (Ivy League),29,18-11,"2,151",74.2,"2,028",69.9,4.2
102,Arkansas St. (Sun Belt),32,20-12,"2,346",73.3,"2,211",69.1,4.2
103,Texas St. (Sun Belt),36,22-14,"2,407",66.9,"2,256",62.7,4.2
104,Kent St. (MAC),36,22-14,"2,772",77,"2,628",73,4
104,Utah Valley (WAC),34,17-17,"2,615",76.9,"2,479",72.9,4
106,UMBC (America East),34,21-13,"2,759",81.1,"2,624",77.2,4
107,William & Mary (CAA),31,17-14,"2,534",81.7,"2,411",77.8,4
108,Georgia St. (Sun Belt),33,20-13,"2,442",74,"2,312",70.1,3.9
109,Boise St. (Mountain West),32,20-12,"2,404",75.1,"2,278",71.2,3.9
110,A&M-Corpus Christi (Southland),36,24-12,"2,715",75.4,"2,574",71.5,3.9
111,Alabama (SEC),34,19-15,"2,330",68.5,"2,200",64.7,3.8
112,Missouri St. (MVC),33,17-16,"2,403",72.8,"2,277",69,3.8
113,South Dakota (Summit League),34,22-12,"2,639",77.6,"2,513",73.9,3.7
114,New Orleans (Southland),32,20-12,"2,331",72.8,"2,215",69.2,3.6
115,Portland St. (Big Sky),31,15-16,"2,645",85.3,"2,535",81.8,3.5
116,Iona (MAAC),35,22-13,"2,813",80.4,"2,689",76.8,3.5
117,Buffalo (MAC),32,17-15,"2,486",77.7,"2,375",74.2,3.5
117,Elon (CAA),32,18-14,"2,403",75.1,"2,292",71.6,3.5
119,Wofford (SoCon),33,16-17,"2,593",78.6,"2,479",75.1,3.5
120,Tennessee St. (OVC),30,17-13,"2,134",71.1,"2,032",67.7,3.4
121,Providence (Big East),33,20-13,"2,319",70.3,"2,207",66.9,3.4
122,Wyoming (Mountain West),38,23-15,"2,961",77.9,"2,833",74.6,3.4
123,Fresno St. (Mountain West),33,20-13,"2,426",73.5,"2,315",70.2,3.4
124,North Dakota St. (Summit League),30,19-11,"2,244",74.8,"2,144",71.5,3.3
125,Colorado (Pac-12),34,19-15,"2,568",75.5,"2,455",72.2,3.3
126,Old Dominion (C-USA),31,19-12,"1,998",64.5,"1,896",61.2,3.3
127,Xavier (Big East),38,24-14,"2,836",74.6,"2,711",71.3,3.3
128,Memphis (AAC),32,19-13,"2,367",74,"2,262",70.7,3.3
129,Clemson (ACC),33,17-16,"2,468",74.8,"2,361",71.5,3.2
130,Ball St. (MAC),34,21-13,"2,677",78.7,"2,567",75.5,3.2
131,Toledo (MAC),34,17-17,"2,675",78.7,"2,567",75.5,3.2
132,Michigan St. (Big Ten),35,20-15,"2,515",71.9,"2,404",68.7,3.2
132,Liberty (Big South),35,21-14,"2,331",66.6,"2,220",63.4,3.2
134,Ohio St. (Big Ten),32,17-15,"2,329",72.8,"2,232",69.8,3
135,Eastern Wash. (Big Sky),34,22-12,"2,695",79.3,"2,592",76.2,3
136,Sam Houston (Southland),34,21-13,"2,526",74.3,"2,424",71.3,3
137,Vanderbilt (SEC),35,19-16,"2,489",71.1,"2,385",68.1,3
138,Eastern Ill. (OVC),29,14-15,"2,169",74.8,"2,083",71.8,3
139,Murray St. (OVC),33,16-17,"2,639",80,"2,543",77.1,2.9
140,Seton Hall (Big East),33,21-12,"2,417",73.2,"2,323",70.4,2.8
141,Samford (SoCon),36,20-16,"2,834",78.7,"2,733",75.9,2.8
142,Green Bay (Horizon),32,18-14,"2,565",80.2,"2,479",77.5,2.7
142,Southeastern La. (Southland),32,16-16,"2,268",70.9,"2,182",68.2,2.7
144,Illinois (Big Ten),35,20-15,"2,508",71.7,"2,417",69.1,2.6
145,Mercer (SoCon),32,15-17,"2,267",70.8,"2,184",68.3,2.6
146,Iowa (Big Ten),34,19-15,"2,738",80.5,"2,654",78.1,2.5
147,Wagner (NEC),30,16-14,"2,047",68.2,"1,973",65.8,2.5
148,Jacksonville (ASUN),33,17-16,"2,557",77.5,"2,477",75.1,2.4
149,George Mason (Atlantic 10),34,20-14,"2,519",74.1,"2,437",71.7,2.4
150,Texas A&M (SEC),31,16-15,"2,176",70.2,"2,102",67.8,2.4
151,Boston U. (Patriot),32,18-14,"2,339",73.1,"2,264",70.8,2.3
152,Cal St. Fullerton (Big West),32,17-15,"2,351",73.5,"2,280",71.3,2.2
153,Davidson (Atlantic 10),32,17-15,"2,362",73.8,"2,292",71.6,2.2
154,Ga. Southern (Sun Belt),33,18-15,"2,492",75.5,"2,420",73.3,2.2
155,Richmond (Atlantic 10),35,22-13,"2,596",74.2,"2,520",72,2.2
156,Idaho (Big Sky),33,19-14,"2,412",73.1,"2,346",71.1,2
157,Morehead St. (OVC),30,14-16,"2,370",79,"2,311",77,2
158,Georgetown (Big East),32,14-18,"2,369",74,"2,309",72.2,1.9
158,LIU (NEC),32,20-12,"2,278",71.2,"2,218",69.3,1.9
160,UT Martin (OVC),35,22-13,"2,693",76.9,"2,630",75.1,1.8
161,Ole Miss (SEC),36,22-14,"2,807",78,"2,747",76.3,1.7
162,Marshall (C-USA),35,20-15,"2,997",85.6,"2,939",84,1.7
163,UAB (C-USA),33,17-16,"2,369",71.8,"2,316",70.2,1.6
164,Jacksonville St. (OVC),35,20-15,"2,434",69.5,"2,378",67.9,1.6
165,Northern Ill. (MAC),32,15-17,"2,310",72.2,"2,261",70.7,1.5
166,Tennessee (SEC),32,16-16,"2,383",74.5,"2,335",73,1.5
167,Utah St. (Mountain West),31,14-17,"2,241",72.3,"2,195",70.8,1.5
168,Texas Southern (SWAC),35,23-12,"2,593",74.1,"2,542",72.6,1.5
169,Alcorn (SWAC),32,18-14,"2,221",69.4,"2,175",68,1.4
170,USC Upstate (ASUN),33,17-16,"2,575",78,"2,528",76.6,1.4
171,Santa Clara (WCC),33,17-16,"2,204",66.8,"2,158",65.4,1.4
172,Houston Baptist (Southland),31,17-14,"2,441",78.7,"2,398",77.4,1.4
173,Montana (Big Sky),32,16-16,"2,391",74.7,"2,348",73.4,1.3
174,Campbell (Big South),37,19-18,"2,653",71.7,"2,605",70.4,1.3
175,Saint Francis (PA) (NEC),34,17-17,"2,577",75.8,"2,533",74.5,1.3
176,Georgia (SEC),34,19-15,"2,435",71.6,"2,393",70.4,1.2
177,Mississippi St. (SEC),32,16-16,"2,320",72.5,"2,281",71.3,1.2
178,Denver (Summit League),30,16-14,"2,273",75.8,"2,239",74.6,1.1
179,New Mexico (Mountain West),31,17-14,"2,283",73.6,"2,253",72.7,1
180,UConn (AAC),33,16-17,"2,220",67.3,"2,189",66.3,0.9
181,Montana St. (Big Sky),32,16-16,"2,561",80,"2,532",79.1,0.9
182,Penn (Ivy League),28,13-15,"1,928",68.9,"1,904",68,0.9
183,Auburn (SEC),32,18-14,"2,573",80.4,"2,546",79.6,0.8
184,Evansville (MVC),33,16-17,"2,288",69.3,"2,261",68.5,0.8
185,Navy (Patriot),32,16-16,"2,076",64.9,"2,053",64.2,0.7
186,Canisius (MAAC),34,18-16,"2,665",78.4,"2,642",77.7,0.7
187,Georgia Tech (ACC),37,21-16,"2,496",67.5,"2,472",66.8,0.6
188,Central Mich. (MAC),32,16-16,"2,826",88.3,"2,807",87.7,0.6
188,Hofstra (CAA),32,15-17,"2,473",77.3,"2,454",76.7,0.6
190,SFA (Southland),33,18-15,"2,289",69.4,"2,271",68.8,0.5
191,UC Davis (Big West),36,23-13,"2,525",70.1,"2,506",69.6,0.5
192,UTEP (C-USA),32,15-17,"2,217",69.3,"2,202",68.8,0.5
193,Omaha (Summit League),32,18-14,"2,685",83.9,"2,673",83.5,0.4
194,Western Mich. (MAC),32,16-16,"2,417",75.5,"2,408",75.3,0.3
194,Stony Brook (America East),32,18-14,"2,213",69.2,"2,204",68.9,0.3
196,George Washington (Atlantic 10),35,20-15,"2,447",69.9,"2,438",69.7,0.3
197,Siena (MAAC),34,17-17,"2,549",75,"2,541",74.7,0.2
198,Northeastern (CAA),31,15-16,"2,234",72.1,"2,230",71.9,0.1
199,Little Rock (Sun Belt),32,15-17,"2,188",68.4,"2,185",68.3,0.1
200,Massachusetts (Atlantic 10),33,15-18,"2,371",71.8,"2,372",71.9,0
201,Rider (MAAC),33,18-15,"2,498",75.7,"2,500",75.8,-0.1
202,High Point (Big South),31,15-16,"2,133",68.8,"2,136",68.9,-0.1
203,Southeast Mo. St. (OVC),33,15-18,"2,460",74.5,"2,464",74.7,-0.1
204,UIC (Horizon),36,17-19,"2,749",76.4,"2,754",76.5,-0.1
205,Hawaii (Big West),30,14-16,"2,042",68.1,"2,048",68.3,-0.2
206,Temple (AAC),32,16-16,"2,269",70.9,"2,277",71.2,-0.3
207,South Dakota St. (Summit League),35,18-17,"2,683",76.7,"2,697",77.1,-0.4
207,LMU (CA) (WCC),30,15-15,"2,113",70.4,"2,125",70.8,-0.4
209,Army West Point (Patriot),32,13-19,"2,324",72.6,"2,340",73.1,-0.5
210,IUPUI (Summit League),32,14-18,"2,500",78.1,"2,517",78.7,-0.5
211,Coastal Carolina (Sun Belt),39,20-19,"2,833",72.6,"2,858",73.3,-0.6
212,Tennessee Tech (OVC),32,12-20,"2,317",72.4,"2,338",73.1,-0.7
213,Mount St. Mary's (NEC),36,20-16,"2,446",67.9,"2,474",68.7,-0.8
214,Southern Ill. (MVC),33,17-16,"2,260",68.5,"2,289",69.4,-0.9
215,Columbia (Ivy League),27,11-16,"1,940",71.9,"1,964",72.7,-0.9
216,Fairfield (MAAC),31,16-15,"2,251",72.6,"2,279",73.5,-0.9
217,Penn St. (Big Ten),33,15-18,"2,367",71.7,"2,400",72.7,-1
218,La Salle (Atlantic 10),30,15-15,"2,266",75.5,"2,297",76.6,-1
219,North Florida (ASUN),34,15-19,"2,637",77.6,"2,674",78.6,-1.1
220,Southern U. (SWAC),33,15-18,"2,360",71.5,"2,399",72.7,-1.2
221,South Alabama (Sun Belt),32,14-18,"2,284",71.4,"2,322",72.6,-1.2
222,Oklahoma (Big 12),31,11-20,"2,262",73,"2,299",74.2,-1.2
223,Charleston So. (Big South),31,12-19,"2,304",74.3,"2,343",75.6,-1.3
224,Stanford (Pac-12),31,14-17,"2,162",69.7,"2,204",71.1,-1.4
225,Grambling (SWAC),33,16-17,"2,361",71.5,"2,412",73.1,-1.5
226,Rutgers (Big Ten),33,15-18,"2,163",65.5,"2,215",67.1,-1.6
227,Norfolk St. (MEAC),34,17-17,"2,374",69.8,"2,430",71.5,-1.6
228,San Jose St. (Mountain West),30,14-16,"2,195",73.2,"2,245",74.8,-1.7
228,Seattle U (WAC),30,13-17,"2,091",69.7,"2,141",71.4,-1.7
230,Kennesaw St. (ASUN),32,14-18,"2,401",75,"2,456",76.8,-1.7
231,Holy Cross (Patriot),32,15-17,"1,932",60.4,"1,988",62.1,-1.8
232,Texas (Big 12),33,11-22,"2,215",67.1,"2,273",68.9,-1.8
233,Kansas City (WAC),35,18-17,"2,691",76.9,"2,753",78.7,-1.8
234,Pittsburgh (ACC),33,16-17,"2,404",72.8,"2,464",74.7,-1.8
234,East Carolina (AAC),33,15-18,"2,088",63.3,"2,148",65.1,-1.8
236,St. John's (NY) (Big East),33,14-19,"2,534",76.8,"2,598",78.7,-1.9
237,NC State (ACC),32,15-17,"2,483",77.6,"2,547",79.6,-2
237,Air Force (Mountain West),33,12-21,"2,411",73.1,"2,477",75.1,-2
239,Brown (Ivy League),30,13-17,"2,275",75.8,"2,338",77.9,-2.1
240,NJIT (ASUN),31,11-20,"2,251",72.6,"2,320",74.8,-2.2
241,Fairleigh Dickinson (NEC),30,11-19,"2,183",72.8,"2,250",75,-2.2
242,Loyola Maryland (Patriot),33,16-17,"2,175",65.9,"2,249",68.2,-2.2
243,Hampton (MEAC),31,14-17,"2,149",69.3,"2,219",71.6,-2.3
244,Jackson St. (SWAC),32,14-18,"2,067",64.6,"2,142",66.9,-2.3
245,App State (Sun Belt),30,9-21,"2,208",73.6,"2,279",76,-2.4
246,Fordham (Atlantic 10),32,13-19,"2,090",65.3,"2,167",67.7,-2.4
247,UNI (MVC),30,14-16,"1,854",61.8,"1,931",64.4,-2.6
248,Indiana St. (MVC),31,11-20,"2,170",70,"2,255",72.7,-2.7
249,Tulsa (AAC),32,15-17,"2,158",67.4,"2,249",70.3,-2.8
250,Western Ky. (C-USA),32,15-17,"2,209",69,"2,302",71.9,-2.9
251,Binghamton (America East),32,12-20,"2,175",68,"2,270",70.9,-3
252,ULM (Sun Belt),33,9-24,"2,198",66.6,"2,299",69.7,-3.1
253,Bowling Green (MAC),32,13-19,"2,355",73.6,"2,453",76.7,-3.1
254,Arizona St. (Pac-12),33,15-18,"2,593",78.6,"2,695",81.7,-3.1
255,Nebraska (Big Ten),31,12-19,"2,168",69.9,"2,264",73,-3.1
256,Northern Colo. (Big Sky),29,11-18,"2,075",71.6,"2,167",74.7,-3.2
257,James Madison (CAA),33,10-23,"2,194",66.5,"2,299",69.7,-3.2
258,Sacramento St. (Big Sky),31,13-18,"2,204",71.1,"2,303",74.3,-3.2
259,Morgan St. (MEAC),30,14-16,"2,025",67.5,"2,121",70.7,-3.2
260,Bryant (NEC),32,12-20,"2,373",74.2,"2,478",77.4,-3.3
261,CSUN (Big West),30,11-19,"2,341",78,"2,440",81.3,-3.3
262,Northwestern St. (Southland),29,13-16,"2,204",76,"2,301",79.3,-3.3
263,FIU (C-USA),31,7-24,"2,178",70.3,"2,282",73.6,-3.4
264,UTSA (C-USA),33,14-19,"2,178",66,"2,291",69.4,-3.4
264,Robert Morris (NEC),33,14-19,"2,125",64.4,"2,238",67.8,-3.4
266,Sacred Heart (NEC),32,13-19,"2,326",72.7,"2,436",76.1,-3.4
267,Long Beach St. (Big West),34,15-19,"2,549",75,"2,666",78.4,-3.4
268,Drexel (CAA),32,9-23,"2,397",74.9,"2,508",78.4,-3.5
269,Saint Joseph's (Atlantic 10),31,11-20,"2,155",69.5,"2,265",73.1,-3.5
270,Charlotte (C-USA),30,13-17,"2,295",76.5,"2,407",80.2,-3.7
271,Duquesne (Atlantic 10),32,10-22,"2,256",70.5,"2,376",74.3,-3.8
271,Missouri (SEC),32,8-24,"2,213",69.2,"2,333",72.9,-3.8
273,Fla. Atlantic (C-USA),30,10-20,"2,108",70.3,"2,221",74,-3.8
274,Niagara (MAAC),33,10-23,"2,448",74.2,"2,579",78.2,-4
275,Colgate (Patriot),32,10-22,"2,145",67,"2,273",71,-4
276,Milwaukee (Horizon),35,11-24,"2,347",67.1,"2,494",71.3,-4.2
277,Miami (OH) (MAC),32,11-21,"2,249",70.3,"2,384",74.5,-4.2
278,Eastern Ky. (OVC),31,12-19,"2,197",70.9,"2,330",75.2,-4.3
279,Prairie View (SWAC),33,13-20,"2,276",69,"2,420",73.3,-4.4
280,Cleveland St. (Horizon),31,9-22,"2,083",67.2,"2,222",71.7,-4.5
281,UMES (MEAC),34,14-20,"2,426",71.4,"2,585",76,-4.7
282,Washington (Pac-12),31,9-22,"2,368",76.4,"2,513",81.1,-4.7
283,The Citadel (SoCon),33,12-21,"2,964",89.8,"3,121",94.6,-4.8
284,Nicholls (Southland),31,14-17,"2,316",74.7,"2,464",79.5,-4.8
285,Oral Roberts (Summit League),30,8-22,"2,252",75.1,"2,398",79.9,-4.9
286,Radford (Big South),32,14-18,"2,090",65.3,"2,247",70.2,-4.9
287,Western Ill. (Summit League),28,8-20,"2,012",71.9,"2,151",76.8,-5
288,UTRGV (WAC),32,10-22,"2,505",78.3,"2,665",83.3,-5
288,Pacific (WCC),33,11-22,"2,206",66.8,"2,371",71.8,-5
290,Portland (WCC),33,11-22,"2,215",67.1,"2,383",72.2,-5.1
291,Bradley (MVC),33,13-20,"2,163",65.5,"2,333",70.7,-5.2
292,Cal Poly (Big West),31,11-20,"2,082",67.2,"2,242",72.3,-5.2
293,Youngstown St. (Horizon),34,13-21,"2,616",76.9,"2,799",82.3,-5.4
294,UC Riverside (Big West),28,7-21,"1,814",64.8,"1,971",70.4,-5.6
295,Cornell (Ivy League),29,8-21,"2,074",71.5,"2,238",77.2,-5.7
296,DePaul (Big East),32,9-23,"2,206",68.9,"2,388",74.6,-5.7
297,Stetson (ASUN),32,11-21,"2,471",77.2,"2,654",82.9,-5.7
298,Drake (MVC),31,7-24,"2,208",71.2,"2,390",77.1,-5.9
299,Boston College (ACC),32,9-23,"2,320",72.5,"2,508",78.4,-5.9
300,San Diego (WCC),31,13-18,"2,025",65.3,"2,210",71.3,-6
301,North Texas (C-USA),30,8-22,"2,075",69.2,"2,258",75.3,-6.1
302,Austin Peay (OVC),30,11-19,"2,331",77.7,"2,515",83.8,-6.1
303,Savannah St. (MEAC),29,13-16,"2,485",85.7,"2,665",91.9,-6.2
304,UNLV (Mountain West),32,11-21,"2,202",68.8,"2,405",75.2,-6.3
305,Washington St. (Pac-12),31,13-18,"2,179",70.3,"2,376",76.6,-6.4
306,Quinnipiac (MAAC),31,10-21,"2,377",76.7,"2,583",83.3,-6.6
307,Delaware St. (MEAC),32,10-22,"2,186",68.3,"2,399",75,-6.7
308,Bethune-Cookman (MEAC),32,10-22,"2,275",71.1,"2,490",77.8,-6.7
309,Delaware (CAA),33,13-20,"2,157",65.4,"2,381",72.2,-6.8
310,American (Patriot),30,8-22,"1,845",61.5,"2,049",68.3,-6.8
311,Northern Ariz. (Big Sky),32,9-23,"2,218",69.3,"2,436",76.1,-6.8
312,Manhattan (MAAC),32,10-22,"2,259",70.6,"2,485",77.7,-7.1
313,Florida A&M (MEAC),30,7-23,"2,153",71.8,"2,365",78.8,-7.1
314,Dartmouth (Ivy League),27,7-20,"1,812",67.1,"2,020",74.8,-7.7
315,Southern Utah (Big Sky),33,6-27,"2,559",77.5,"2,814",85.3,-7.7
316,Detroit Mercy (Horizon),31,8-23,"2,387",77,"2,630",84.8,-7.8
317,SIUE (OVC),30,6-24,"2,044",68.1,"2,282",76.1,-7.9
318,Saint Louis (Atlantic 10),33,12-21,"2,026",61.4,"2,288",69.3,-7.9
319,Howard (MEAC),34,10-24,"2,165",63.7,"2,435",71.6,-7.9
320,LSU (SEC),31,10-21,"2,319",74.8,"2,572",83,-8.2
321,Tulane (AAC),31,6-25,"2,179",70.3,"2,434",78.5,-8.2
322,Alabama St. (SWAC),31,8-23,"2,042",65.9,"2,305",74.4,-8.5
323,McNeese (Southland),29,7-22,"2,043",70.4,"2,292",79,-8.6
324,Southern Miss. (C-USA),31,9-22,"1,952",63,"2,239",72.2,-9.3
325,Central Ark. (Southland),32,8-24,"2,395",74.8,"2,692",84.1,-9.3
326,Oregon St. (Pac-12),32,5-27,"2,021",63.2,"2,321",72.5,-9.4
327,Lafayette (Patriot),30,9-21,"1,995",66.5,"2,282",76.1,-9.6
328,Marist (MAAC),32,8-24,"2,223",69.5,"2,530",79.1,-9.6
329,VMI (SoCon),30,6-24,"2,057",68.6,"2,346",78.2,-9.6
330,South Fla. (AAC),30,7-23,"1,945",64.8,"2,235",74.5,-9.7
331,Central Conn. St. (NEC),29,6-23,"1,827",63,"2,112",72.8,-9.8
332,UC Santa Barbara (Big West),28,6-22,"1,701",60.8,"1,987",71,-10.2
333,Hartford (America East),32,9-23,"2,136",66.8,"2,465",77,-10.3
334,South Carolina St. (MEAC),31,11-20,"2,167",69.9,"2,486",80.2,-10.3
335,Maine (America East),32,7-25,"2,069",64.7,"2,400",75,-10.3
336,Idaho St. (Big Sky),31,5-26,"2,164",69.8,"2,486",80.2,-10.4
337,Ark.-Pine Bluff (SWAC),32,7-25,"1,977",61.8,"2,320",72.5,-10.7
338,Pepperdine (WCC),31,9-22,"2,140",69,"2,490",80.3,-11.3
339,St. Francis Brooklyn (NEC),31,4-27,"1,921",62,"2,284",73.7,-11.7
