Rank,Team,GM,W-L,OPP FG,OPP FGA,OPP FG%
94,San Francisco (WCC),34,19-15,844,"2,018",41.8
95,Washington (Pac-12),35,24-11,844,"2,017",41.8
96,Morehead St. (OVC),35,25-10,735,"1,756",41.9
97,Idaho (WAC),32,18-14,761,"1,818",41.9
98,Central Conn. St. (NEC),31,19-12,733,"1,751",41.9
99,Baylor (Big 12),31,18-13,695,"1,660",41.9
100,Quinnipiac (NEC),32,22-10,716,"1,710",41.9
101,Robert Morris (NEC),32,18-14,675,"1,612",41.9
102,UTSA (Southland),34,20-14,813,"1,941",41.9
103,Maine (America East),30,15-15,701,"1,673",41.9
104,SFA (Southland),29,18-11,595,"1,420",41.9
105,Arkansas St. (Sun Belt),32,17-15,711,"1,696",41.9
106,Eastern Ill. (OVC),29,9-20,635,"1,514",41.9
107,Jacksonville (ASUN),32,20-12,704,"1,678",42
108,Kent St. (MAC),37,25-12,902,"2,149",42
109,Yale (Ivy League),28,15-13,669,"1,592",42
110,Florida (SEC),37,29-8,872,"2,075",42
111,American (Patriot),31,22-9,679,"1,614",42.1
112,Iowa St. (Big 12),32,16-16,823,"1,955",42.1
113,SMU (C-USA),35,20-15,759,"1,802",42.1
114,Marshall (C-USA),34,22-12,817,"1,939",42.1
115,Kansas St. (Big 12),34,23-11,751,"1,782",42.1
116,Weber St. (Big Sky),32,18-14,725,"1,719",42.2
117,Utah (Mountain West),31,13-18,763,"1,808",42.2
118,Delaware (CAA),31,14-17,711,"1,684",42.2
119,Houston (C-USA),30,12-18,729,"1,726",42.2
120,Tulsa (C-USA),32,19-13,735,"1,739",42.3
121,New Mexico (Mountain West),35,22-13,813,"1,923",42.3
122,Michigan St. (Big Ten),34,19-15,787,"1,861",42.3
123,NJIT (NJIT),30,15-15,675,"1,596",42.3
124,Furman (SoCon),33,22-11,731,"1,727",42.3
125,Valparaiso (Horizon),35,23-12,813,"1,920",42.3
126,Ball St. (MAC),32,19-13,740,"1,747",42.4
127,Rhode Island (Atlantic 10),34,20-14,799,"1,886",42.4
128,South Carolina (SEC),30,14-16,716,"1,690",42.4
129,NC State (ACC),31,15-16,789,"1,862",42.4
130,Butler (Horizon),38,28-10,845,"1,994",42.4
131,Princeton (Ivy League),32,25-7,721,"1,701",42.4
132,Ohio St. (Big Ten),37,34-3,838,"1,976",42.4
133,Austin Peay (OVC),34,20-14,808,"1,902",42.5
134,Ole Miss (SEC),34,20-14,803,"1,889",42.5
135,Auburn (SEC),31,11-20,674,"1,583",42.6
136,Nevada (WAC),32,13-19,778,"1,827",42.6
137,Middle Tenn. (Sun Belt),32,16-16,662,"1,554",42.6
138,Duquesne (Atlantic 10),32,19-13,759,"1,781",42.6
139,Prairie View (SWAC),32,10-22,774,"1,816",42.6
140,South Fla. (AAC),33,10-23,766,"1,797",42.6
141,Campbell (ASUN),31,12-19,668,"1,567",42.6
142,Eastern Mich. (MAC),31,9-22,697,"1,635",42.6
143,Mount St. Mary's (NEC),32,11-21,750,"1,759",42.6
144,Coppin St. (MEAC),30,16-14,756,"1,772",42.7
145,Detroit Mercy (Horizon),33,17-16,856,"2,006",42.7
146,Louisiana Tech (WAC),32,12-20,733,"1,716",42.7
147,Wagner (NEC),30,13-17,648,"1,517",42.7
148,Liberty (Big South),32,19-13,758,"1,774",42.7
149,UC Riverside (Big West),31,12-19,718,"1,680",42.7
150,Illinois St. (MVC),31,12-19,694,"1,622",42.8
151,James Madison (CAA),33,21-12,778,"1,818",42.8
152,Wisconsin (Big Ten),34,25-9,705,"1,647",42.8
153,Arizona St. (Pac-12),31,12-19,708,"1,652",42.9
154,Michigan (Big Ten),35,21-14,795,"1,854",42.9
155,East Carolina (C-USA),34,18-16,799,"1,863",42.9
156,Morgan St. (MEAC),31,17-14,708,"1,650",42.9
157,George Washington (Atlantic 10),31,17-14,693,"1,615",42.9
158,St. Bonaventure (Atlantic 10),31,16-15,773,"1,801",42.9
159,Holy Cross (Patriot),29,8-21,713,"1,661",42.9
160,Colorado St. (Mountain West),32,19-13,750,"1,747",42.9
161,Western Ill. (Summit League),30,7-23,654,"1,523",42.9
162,Lehigh (Patriot),31,16-15,777,"1,808",43
163,Fla. Atlantic (Sun Belt),32,21-11,743,"1,728",43
164,Tennessee Tech (OVC),33,20-13,782,"1,815",43.1
165,McNeese (Southland),33,21-12,799,"1,854",43.1
166,Jackson St. (SWAC),32,17-15,657,"1,524",43.1
167,Stanford (Pac-12),31,15-16,704,"1,633",43.1
168,CSUN (Big West),32,14-18,717,"1,663",43.1
169,Western Mich. (MAC),34,21-13,836,"1,939",43.1
170,Portland (WCC),32,20-12,755,"1,751",43.1
171,Samford (SoCon),31,12-19,722,"1,672",43.2
172,Norfolk St. (MEAC),32,12-20,791,"1,831",43.2
173,Siena (MAAC),31,13-18,785,"1,816",43.2
174,UC Irvine (Big West),32,13-19,818,"1,892",43.2
175,Bradley (MVC),32,12-20,742,"1,716",43.2
176,Sam Houston (Southland),31,18-13,720,"1,664",43.3
177,Davidson (SoCon),33,18-15,753,"1,740",43.3
178,Harvard (Ivy League),30,23-7,716,"1,654",43.3
179,William & Mary (CAA),32,10-22,782,"1,806",43.3
180,Fresno St. (WAC),31,14-17,727,"1,678",43.3
180,Fordham (Atlantic 10),28,7-21,727,"1,678",43.3
182,Indiana (Big Ten),32,12-20,703,"1,622",43.3
183,Saint Louis (Atlantic 10),31,12-19,680,"1,568",43.4
184,Creighton (MVC),39,23-16,958,"2,209",43.4
185,Murray St. (OVC),32,23-9,688,"1,586",43.4
186,St. John's (NY) (AAC),33,21-12,739,"1,703",43.4
187,UNCW (CAA),31,13-18,750,"1,728",43.4
188,Little Rock (Sun Belt),36,19-17,811,"1,867",43.4
189,Grambling (SWAC),33,12-21,783,"1,802",43.5
190,Mercer (ASUN),33,15-18,754,"1,735",43.5
191,Mississippi Val. (SWAC),32,13-19,801,"1,843",43.5
192,Charlotte (Atlantic 10),30,10-20,769,"1,769",43.5
193,LMU (CA) (WCC),32,11-21,811,"1,864",43.5
194,LIU (NEC),33,27-6,942,"2,165",43.5
195,Southern Ill. (MVC),32,13-19,708,"1,627",43.5
196,Fairleigh Dickinson (NEC),29,5-24,736,"1,690",43.6
197,California (Pac-12),33,18-15,836,"1,919",43.6
198,Marist (MAAC),33,6-27,828,"1,900",43.6
199,Saint Joseph's (Atlantic 10),33,11-22,811,"1,859",43.6
200,Col. of Charleston (SoCon),37,26-11,969,"2,218",43.7
201,Hartford (America East),31,11-20,668,"1,529",43.7
202,Louisiana (Sun Belt),29,14-15,696,"1,593",43.7
203,San Jose St. (WAC),33,17-16,839,"1,920",43.7
204,Northwestern St. (Southland),32,18-14,822,"1,881",43.7
205,North Florida (ASUN),34,15-19,866,"1,981",43.7
206,Southeast Mo. St. (OVC),32,10-22,777,"1,777",43.7
207,Virginia (ACC),31,16-15,705,"1,612",43.7
208,Western Ky. (Sun Belt),32,16-16,831,"1,900",43.7
209,Pacific (Big West),31,16-15,722,"1,649",43.8
210,Missouri (Big 12),34,23-11,851,"1,943",43.8
211,Eastern Wash. (Big Sky),30,10-20,704,"1,607",43.8
212,Marquette (AAC),37,22-15,939,"2,142",43.8
213,Lamar University (Southland),30,13-17,781,"1,781",43.9
214,Iowa (Big Ten),31,11-20,768,"1,749",43.9
215,Chattanooga (SoCon),32,16-16,829,"1,887",43.9
216,Niagara (MAAC),32,9-23,795,"1,809",43.9
217,Rice (C-USA),32,14-18,706,"1,606",44
218,Penn St. (Big Ten),34,19-15,768,"1,747",44
219,New Mexico St. (WAC),33,16-17,825,"1,875",44
220,Tennessee St. (OVC),30,14-16,727,"1,652",44
221,Hofstra (CAA),33,21-12,815,"1,851",44
222,Georgia Tech (ACC),31,13-18,701,"1,592",44
223,Sacramento St. (Big Sky),28,7-21,688,"1,562",44
224,Southern U. (SWAC),30,4-26,773,"1,754",44.1
225,Gardner-Webb (Big South),32,11-21,729,"1,653",44.1
226,Saint Mary's (CA) (WCC),34,25-9,809,"1,834",44.1
227,VCU (CAA),40,28-12,971,"2,200",44.1
228,North Texas (Sun Belt),33,22-11,854,"1,934",44.2
229,Manhattan (MAAC),31,6-25,762,"1,725",44.2
230,Northern Ill. (MAC),30,9-21,756,"1,711",44.2
231,Lipscomb (ASUN),30,17-13,779,"1,763",44.2
232,Alcorn (SWAC),28,4-24,793,"1,794",44.2
233,Iona (MAAC),37,25-12,926,"2,094",44.2
234,Stetson (ASUN),31,8-23,737,"1,666",44.2
235,North Dakota St. (Summit League),29,14-15,727,"1,643",44.2
236,Bowling Green (MAC),33,14-19,772,"1,743",44.3
237,Miami (OH) (MAC),33,16-17,836,"1,886",44.3
238,Troy (Sun Belt),29,8-21,774,"1,746",44.3
239,Oakland (Summit League),35,25-10,984,"2,217",44.4
240,Navy (Patriot),31,11-20,763,"1,719",44.4
241,South Carolina St. (MEAC),32,10-22,769,"1,732",44.4
242,Arizona (Pac-12),38,30-8,940,"2,115",44.4
243,UNI (MVC),34,20-14,724,"1,628",44.5
244,Nicholls (Southland),28,14-14,576,"1,294",44.5
245,Wofford (SoCon),34,21-13,796,"1,787",44.5
246,Army West Point (Patriot),30,11-19,728,"1,634",44.6
247,Boston College (ACC),34,21-13,876,"1,965",44.6
248,Radford (Big South),29,5-24,717,"1,608",44.6
249,Oregon (Pac-12),39,21-18,941,"2,109",44.6
250,Brown (Ivy League),28,11-17,755,"1,690",44.7
251,Wyoming (Mountain West),31,10-21,764,"1,710",44.7
252,Santa Clara (WCC),38,24-14,899,"2,012",44.7
253,Long Beach St. (Big West),34,22-12,892,"1,994",44.7
254,FIU (Sun Belt),30,11-19,766,"1,712",44.7
255,Eastern Ky. (OVC),31,15-16,681,"1,522",44.7
256,Ohio (MAC),35,19-16,882,"1,971",44.7
257,Loyola Chicago (Horizon),31,16-15,750,"1,676",44.7
258,Colorado (Big 12),38,24-14,990,"2,212",44.8
259,St. Francis Brooklyn (NEC),30,15-15,688,"1,537",44.8
260,Green Bay (Horizon),32,14-18,731,"1,632",44.8
261,Cal St. Fullerton (Big West),31,11-20,767,"1,712",44.8
262,Charleston So. (Big South),32,16-16,790,"1,763",44.8
263,Southeastern La. (Southland),29,15-14,705,"1,573",44.8
264,Providence (AAC),32,15-17,897,"2,001",44.8
265,Missouri St. (MVC),35,26-9,804,"1,792",44.9
266,Sacred Heart (NEC),29,11-18,696,"1,551",44.9
267,La Salle (Atlantic 10),33,15-18,929,"2,069",44.9
268,Youngstown St. (Horizon),30,9-21,771,"1,717",44.9
269,Lafayette (Patriot),32,13-19,794,"1,768",44.9
270,Milwaukee (Horizon),33,19-14,827,"1,841",44.9
271,Loyola Maryland (MAAC),30,15-15,719,"1,600",44.9
272,Western Caro. (SoCon),33,18-15,779,"1,733",45
273,Drake (MVC),31,13-18,748,"1,664",45
274,Montana St. (Big Sky),31,13-18,750,"1,667",45
275,Southern Utah (Summit League),30,11-19,719,"1,598",45
276,UIC (Horizon),31,7-24,774,"1,720",45
277,Toledo (MAC),32,4-28,790,"1,755",45
278,Dartmouth (Ivy League),28,5-23,689,"1,530",45
279,Binghamton (America East),31,8-23,775,"1,720",45.1
280,Howard (MEAC),30,6-24,712,"1,580",45.1
281,Oklahoma (Big 12),32,14-18,767,"1,699",45.1
282,Evansville (MVC),32,16-16,730,"1,614",45.2
283,Cornell (Ivy League),28,10-18,665,"1,459",45.6
284,Wake Forest (ACC),32,8-24,902,"1,978",45.6
285,Tulane (C-USA),30,13-17,695,"1,524",45.6
286,Central Mich. (MAC),31,10-21,675,"1,480",45.6
287,Idaho St. (Big Sky),29,9-20,713,"1,563",45.6
288,Denver (Sun Belt),30,13-17,577,"1,264",45.6
289,Texas Tech (Big 12),32,13-19,859,"1,881",45.7
290,Columbia (Ivy League),28,15-13,704,"1,540",45.7
291,Colgate (Patriot),30,7-23,763,"1,669",45.7
292,South Alabama (Sun Belt),28,12-16,739,"1,616",45.7
293,Purdue Fort Wayne (Summit League),30,18-12,704,"1,538",45.8
294,High Point (Big South),31,12-19,759,"1,656",45.8
295,Boise St. (WAC),35,22-13,807,"1,760",45.9
296,Texas St. (Southland),32,16-16,872,"1,901",45.9
297,VMI (Big South),31,18-13,926,"2,018",45.9
298,UC Davis (Big West),30,10-20,786,"1,710",46
299,TCU (Mountain West),33,11-22,818,"1,779",46
300,Bethune-Cookman (MEAC),34,21-13,786,"1,708",46
301,Oral Roberts (Summit League),35,19-16,874,"1,899",46
302,Pepperdine (WCC),33,12-21,849,"1,844",46
303,Penn (Ivy League),28,13-15,674,"1,463",46.1
304,A&M-Corpus Christi (Southland),31,10-21,793,"1,721",46.1
305,Wright St. (Horizon),33,19-14,704,"1,527",46.1
306,San Diego (WCC),30,6-24,735,"1,594",46.1
307,Oregon St. (Pac-12),31,11-20,783,"1,698",46.1
308,App State (SoCon),31,16-15,841,"1,822",46.2
309,Ark.-Pine Bluff (SWAC),31,7-24,728,"1,576",46.2
310,Elon (SoCon),31,14-17,827,"1,790",46.2
311,The Citadel (SoCon),32,10-22,821,"1,772",46.3
312,Kennesaw St. (ASUN),31,8-23,857,"1,844",46.5
313,Jacksonville St. (OVC),30,5-25,664,"1,423",46.7
314,Northwestern (Big Ten),34,20-14,822,"1,757",46.8
315,Kansas City (Summit League),30,16-14,784,"1,668",47
316,Saint Francis (PA) (NEC),30,9-21,765,"1,626",47
317,UMBC (America East),30,5-25,785,"1,668",47.1
318,South Dakota St. (Summit League),31,19-12,836,"1,773",47.2
319,UMES (MEAC),31,9-22,820,"1,737",47.2
320,ULM (Sun Belt),31,7-24,734,"1,554",47.2
321,IUPUI (Summit League),33,19-14,855,"1,810",47.2
322,Chicago St. (Chicago St.),32,6-26,928,"1,963",47.3
323,UNC Greensboro (SoCon),31,7-24,850,"1,796",47.3
324,Portland St. (Big Sky),30,14-16,840,"1,774",47.4
325,Northeastern (CAA),31,11-20,751,"1,584",47.4
326,UT Martin (OVC),33,12-21,895,"1,884",47.5
327,UTRGV (UTRGV),31,6-25,800,"1,679",47.6
328,CSU Bakersfield (CSU Bakersfield),28,9-19,773,"1,605",48.2
329,Central Ark. (Southland),29,5-24,798,"1,649",48.4
330,Longwood (Longwood),31,12-19,936,"1,933",48.4
331,Towson (CAA),30,4-26,825,"1,698",48.6
332,Ga. Southern (SoCon),32,5-27,823,"1,693",48.6
333,Centenary (LA) (Summit League),30,1-29,835,"1,699",49.1
334,Delaware St. (MEAC),30,9-21,735,"1,494",49.2
335,DePaul (AAC),31,7-24,873,"1,743",50.1
