Rank,Team,GM,W-L,REB,RPG,OPP REB,OPP RPG,REB MAR
55,Saint Mary's (CA) (WCC),34,26-8,"1,146",33.7,"1,002",29.5,4.2
56,Fla. Atlantic (C-USA),34,19-15,"1,234",36.3,"1,092",32.1,4.2
57,Michigan St. (Big Ten),36,23-13,"1,329",36.9,"1,179",32.8,4.2
58,Kent St. (MAC),34,23-11,"1,220",35.9,"1,079",31.7,4.1
59,UC Santa Barbara (Big West),28,17-11,977,34.9,861,30.8,4.1
60,UC Irvine (Big West),25,15-10,908,36.3,805,32.2,4.1
61,Montana St. (Big Sky),35,27-8,"1,228",35.1,"1,085",31,4.1
62,Jacksonville St. (ASUN),32,21-11,"1,177",36.8,"1,048",32.8,4
63,Duke (ACC),39,32-7,"1,479",37.9,"1,322",33.9,4
64,Utah St. (Mountain West),34,18-16,"1,201",35.3,"1,066",31.4,4
64,Akron (MAC),34,24-10,"1,188",34.9,"1,053",31,4
66,Presbyterian (Big South),32,12-20,"1,138",35.6,"1,011",31.6,4
67,Penn St. (Big Ten),31,14-17,"1,095",35.3,972,31.4,4
68,Auburn (SEC),34,28-6,"1,374",40.4,"1,242",36.5,3.9
69,South Dakota (Summit League),31,19-12,"1,068",34.5,950,30.6,3.8
70,FGCU (ASUN),34,22-12,"1,319",38.8,"1,190",35,3.8
71,Morehead St. (OVC),34,23-11,"1,246",36.6,"1,120",32.9,3.7
72,South Dakota St. (Summit League),35,30-5,"1,241",35.5,"1,112",31.8,3.7
73,Fresno St. (Mountain West),36,23-13,"1,226",34.1,"1,094",30.4,3.7
74,Old Dominion (C-USA),32,13-19,"1,196",37.4,"1,080",33.8,3.6
75,Troy (Sun Belt),32,20-12,"1,188",37.1,"1,073",33.5,3.6
76,Alabama (SEC),33,19-14,"1,307",39.6,"1,190",36.1,3.5
77,Wofford (SoCon),32,19-13,996,31.1,884,27.6,3.5
78,UCLA (Pac-12),35,27-8,"1,281",36.6,"1,161",33.2,3.4
79,Houston Baptist (Southland),29,11-18,"1,049",36.2,954,32.9,3.3
80,Sam Houston (WAC),33,19-14,"1,233",37.4,"1,127",34.2,3.2
81,Tennessee (SEC),35,27-8,"1,291",36.9,"1,179",33.7,3.2
82,Providence (Big East),33,27-6,"1,241",37.6,"1,136",34.4,3.2
83,N.C. Central (MEAC),31,16-15,"1,120",36.1,"1,022",33,3.2
84,CSU Bakersfield (Big West),27,8-19,931,34.5,847,31.4,3.1
85,Davidson (Atlantic 10),34,27-7,"1,164",34.2,"1,059",31.1,3.1
86,Northern Ariz. (Big Sky),32,9-23,"1,177",36.8,"1,081",33.8,3
87,Wake Forest (ACC),35,25-10,"1,286",36.7,"1,182",33.8,3
88,Missouri St. (MVC),34,23-11,"1,199",35.3,"1,099",32.3,2.9
89,Arkansas (SEC),37,28-9,"1,399",37.8,"1,291",34.9,2.9
90,Liberty (ASUN),33,22-11,"1,131",34.3,"1,036",31.4,2.9
91,Gardner-Webb (Big South),31,18-13,"1,143",36.9,"1,054",34,2.9
92,Drake (MVC),36,25-11,"1,249",34.7,"1,147",31.9,2.8
93,Bryant (NEC),32,22-10,"1,322",41.3,"1,232",38.5,2.8
94,Wyoming (Mountain West),34,25-9,"1,212",35.6,"1,117",32.9,2.8
95,Pittsburgh (ACC),32,11-21,"1,083",33.8,995,31.1,2.8
95,UC Riverside (Big West),28,16-12,"1,000",35.7,923,33,2.8
97,Xavier (Big East),36,23-13,"1,335",37.1,"1,237",34.4,2.7
98,Seton Hall (Big East),32,21-11,"1,233",38.5,"1,146",35.8,2.7
98,Western Ill. (Summit League),32,16-16,"1,221",38.2,"1,134",35.4,2.7
98,Northern Ky. (Horizon),32,20-12,"1,140",35.6,"1,053",32.9,2.7
101,Winthrop (Big South),32,23-9,"1,097",34.3,"1,012",31.6,2.7
102,Colgate (Patriot),35,23-12,"1,266",36.2,"1,174",33.5,2.6
103,Ohio St. (Big Ten),32,20-12,"1,107",34.6,"1,023",32,2.6
104,Cleveland St. (Horizon),31,20-11,"1,093",35.3,"1,012",32.6,2.6
105,Texas St. (Sun Belt),29,21-8,977,33.7,902,31.1,2.6
106,Temple (AAC),29,17-12,"1,124",38.8,"1,050",36.2,2.6
107,Loyola Chicago (MVC),33,25-8,"1,116",33.8,"1,032",31.3,2.5
108,Indiana (Big Ten),35,21-14,"1,267",36.2,"1,178",33.7,2.5
109,Creighton (Big East),35,23-12,"1,335",38.1,"1,249",35.7,2.5
110,Eastern Wash. (Big Sky),34,18-16,"1,247",36.7,"1,164",34.2,2.4
111,SFA (WAC),32,22-10,"1,133",35.4,"1,055",33,2.4
112,Saint Joseph's (Atlantic 10),30,11-19,"1,128",37.6,"1,055",35.2,2.4
113,Kennesaw St. (ASUN),31,13-18,"1,102",35.5,"1,028",33.2,2.4
114,DePaul (Big East),31,15-16,"1,194",38.5,"1,121",36.2,2.4
115,Wichita St. (AAC),28,15-13,"1,038",37.1,976,34.9,2.2
116,LSU (SEC),34,22-12,"1,257",37,"1,182",34.8,2.2
117,Saint Peter's (MAAC),34,22-12,"1,218",35.8,"1,146",33.7,2.1
118,Villanova (Big East),38,30-8,"1,323",34.8,"1,243",32.7,2.1
119,Arkansas St. (Sun Belt),29,18-11,"1,044",36,983,33.9,2.1
120,Rhode Island (Atlantic 10),31,15-16,"1,124",36.3,"1,059",34.2,2.1
121,Mount St. Mary's (NEC),30,14-16,"1,050",35,989,33,2
122,San Diego St. (Mountain West),32,23-9,"1,121",35,"1,056",33,2
123,South Carolina (SEC),31,18-13,"1,187",38.3,"1,125",36.3,2
123,Youngstown St. (Horizon),34,19-15,"1,180",34.7,"1,112",32.7,2
123,Northeastern (CAA),31,9-22,992,32,930,30,2
126,Army West Point (Patriot),31,15-16,"1,154",37.2,"1,094",35.3,1.9
127,Princeton (Ivy League),30,23-7,"1,066",35.5,"1,008",33.6,1.9
128,Cornell (Ivy League),26,15-11,985,37.9,935,36,1.9
129,Rutgers (Big Ten),32,18-14,"1,140",35.6,"1,079",33.7,1.9
130,Washington St. (Pac-12),37,22-15,"1,374",37.1,"1,305",35.3,1.9
131,Clemson (ACC),33,17-16,"1,143",34.6,"1,082",32.8,1.8
132,Cal Poly (Big West),28,7-21,979,35,930,33.2,1.8
133,George Mason (Atlantic 10),30,14-16,"1,046",34.9,994,33.1,1.7
134,Iona (MAAC),33,25-8,"1,220",37,"1,163",35.2,1.7
135,Virginia Tech (ACC),36,23-13,"1,152",32,"1,091",30.3,1.7
136,SIUE (OVC),32,11-21,"1,193",37.3,"1,141",35.7,1.6
137,Missouri (SEC),33,12-21,"1,155",35,"1,103",33.4,1.6
138,Tennessee St. (OVC),32,14-18,"1,119",35,"1,070",33.4,1.5
139,Alcorn (SWAC),34,17-17,"1,226",36.1,"1,174",34.5,1.5
140,Nicholls (Southland),33,21-12,"1,267",38.4,"1,219",36.9,1.5
141,Samford (SoCon),32,21-11,"1,139",35.6,"1,094",34.2,1.4
141,Cal St. Fullerton (Big West),32,21-11,"1,070",33.4,"1,025",32,1.4
143,Iowa (Big Ten),36,26-10,"1,343",37.3,"1,293",35.9,1.4
144,Middle Tenn. (C-USA),37,26-11,"1,306",35.3,"1,255",33.9,1.4
145,UTSA (C-USA),32,10-22,"1,226",38.3,"1,182",36.9,1.4
146,Sacred Heart (NEC),30,10-20,"1,092",36.4,"1,051",35,1.4
147,Monmouth (MAAC),34,21-13,"1,241",36.5,"1,195",35.1,1.4
148,Stetson (ASUN),30,11-19,"1,068",35.6,"1,028",34.3,1.3
149,California (Pac-12),32,12-20,"1,122",35.1,"1,080",33.8,1.3
150,Boston College (ACC),33,13-20,"1,131",34.3,"1,090",33,1.2
151,Wright St. (Horizon),36,22-14,"1,255",34.9,"1,212",33.7,1.2
152,UMass Lowell (America East),31,15-16,"1,118",36.1,"1,081",34.9,1.2
153,Rice (C-USA),33,16-17,"1,174",35.6,"1,135",34.4,1.2
154,Oklahoma (Big 12),35,19-16,"1,113",31.8,"1,072",30.6,1.2
155,Jackson St. (SWAC),30,11-19,"1,049",35,"1,014",33.8,1.2
156,Louisville (ACC),32,13-19,"1,167",36.5,"1,130",35.3,1.2
157,Oklahoma St. (Big 12),30,15-15,"1,113",37.1,"1,079",36,1.1
158,Tennessee Tech (OVC),32,11-21,"1,187",37.1,"1,151",36,1.1
158,UNLV (Mountain West),32,18-14,"1,156",36.1,"1,120",35,1.1
160,Texas (Big 12),34,22-12,"1,131",33.3,"1,095",32.2,1.1
161,Georgia St. (Sun Belt),29,18-11,"1,084",37.4,"1,055",36.4,1
162,LIU (NEC),30,16-14,"1,184",39.5,"1,155",38.5,1
163,Quinnipiac (MAAC),31,14-17,"1,096",35.4,"1,067",34.4,0.9
164,Brown (Ivy League),29,13-16,"1,029",35.5,"1,002",34.6,0.9
165,Ga. Southern (Sun Belt),29,13-16,"1,005",34.7,980,33.8,0.9
166,San Diego (WCC),31,15-16,"1,112",35.9,"1,086",35,0.8
167,Texas A&M (SEC),40,27-13,"1,423",35.6,"1,391",34.8,0.8
168,Binghamton (America East),29,12-17,"1,045",36,"1,023",35.3,0.8
169,SMU (AAC),33,24-9,"1,246",37.8,"1,223",37.1,0.7
170,Rider (MAAC),33,14-19,"1,223",37.1,"1,201",36.4,0.7
171,Long Beach St. (Big West),33,20-13,"1,165",35.3,"1,144",34.7,0.6
172,Northern Colo. (Big Sky),38,22-16,"1,302",34.3,"1,278",33.6,0.6
173,App State (Sun Belt),34,19-15,"1,199",35.3,"1,179",34.7,0.6
174,Santa Clara (WCC),33,21-12,"1,172",35.5,"1,153",34.9,0.6
175,Morgan St. (MEAC),28,13-15,"1,030",36.8,"1,014",36.2,0.6
176,Seattle U (WAC),32,23-9,"1,203",37.6,"1,187",37.1,0.5
177,Bowling Green (MAC),31,13-18,"1,203",38.8,"1,188",38.3,0.5
178,Radford (Big South),29,11-18,966,33.3,953,32.9,0.4
179,Portland (WCC),34,19-15,"1,233",36.3,"1,218",35.8,0.4
180,Illinois St. (MVC),33,13-20,"1,164",35.3,"1,150",34.8,0.4
181,Louisiana Tech (C-USA),34,24-10,"1,229",36.1,"1,215",35.7,0.4
182,Yale (Ivy League),31,19-12,"1,115",36,"1,103",35.6,0.4
183,Nevada (Mountain West),31,13-18,"1,077",34.7,"1,067",34.4,0.3
184,Notre Dame (ACC),35,24-11,"1,189",34,"1,179",33.7,0.3
185,Utah (Pac-12),31,11-20,"1,124",36.3,"1,116",36,0.3
186,Drexel (CAA),29,15-14,993,34.2,986,34,0.2
187,Charleston So. (Big South),31,6-25,"1,128",36.4,"1,121",36.2,0.2
188,Wisconsin (Big Ten),33,25-8,"1,156",35,"1,150",34.8,0.2
188,Fairfield (MAAC),33,15-18,"1,144",34.7,"1,138",34.5,0.2
190,UT Arlington (Sun Belt),29,11-18,"1,067",36.8,"1,062",36.6,0.2
191,Maryland (Big Ten),32,15-17,"1,126",35.2,"1,121",35,0.2
192,Georgetown (Big East),31,6-25,"1,155",37.3,"1,151",37.1,0.1
192,South Fla. (AAC),31,8-23,"1,114",35.9,"1,110",35.8,0.1
194,UNI (MVC),32,20-12,"1,044",32.6,"1,041",32.5,0.1
195,ETSU (SoCon),32,15-17,"1,115",34.8,"1,113",34.8,0.1
196,La Salle (Atlantic 10),30,11-19,"1,093",36.4,"1,092",36.4,0
196,Marist (MAAC),30,14-16,"1,056",35.2,"1,055",35.2,0
198,Western Caro. (SoCon),32,11-21,"1,203",37.6,"1,202",37.6,0
199,St. Bonaventure (Atlantic 10),33,23-10,"1,109",33.6,"1,111",33.7,-0.1
199,Mercer (SoCon),33,16-17,"1,060",32.1,"1,062",32.2,-0.1
201,Virginia (ACC),35,21-14,"1,097",31.3,"1,101",31.5,-0.1
202,Belmont (OVC),33,25-8,"1,104",33.5,"1,108",33.6,-0.1
203,VMI (SoCon),32,16-16,"1,165",36.4,"1,170",36.6,-0.2
204,Idaho St. (Big Sky),30,7-23,982,32.7,987,32.9,-0.2
205,Fordham (Atlantic 10),32,16-16,"1,179",36.8,"1,185",37,-0.2
206,Lipscomb (ASUN),33,14-19,"1,186",35.9,"1,194",36.2,-0.2
206,South Alabama (Sun Belt),33,21-12,"1,138",34.5,"1,146",34.7,-0.2
208,Florida St. (ACC),31,17-14,"1,081",34.9,"1,090",35.2,-0.3
208,Colorado St. (Mountain West),31,25-6,982,31.7,991,32,-0.3
210,Furman (SoCon),34,22-12,"1,128",33.2,"1,138",33.5,-0.3
211,Cincinnati (AAC),33,18-15,"1,226",37.2,"1,237",37.5,-0.3
212,Campbell (Big South),29,16-13,924,31.9,934,32.2,-0.3
213,UCF (AAC),30,18-12,"1,057",35.2,"1,068",35.6,-0.4
213,Manhattan (MAAC),30,15-15,999,33.3,"1,010",33.7,-0.4
215,Oregon (Pac-12),35,20-15,"1,228",35.1,"1,242",35.5,-0.4
216,Harvard (Ivy League),26,13-13,900,34.6,911,35,-0.4
217,William & Mary (CAA),32,5-27,"1,129",35.3,"1,143",35.7,-0.4
218,Southern Ill. (MVC),31,16-15,943,30.4,957,30.9,-0.5
219,Ball St. (MAC),31,14-17,"1,108",35.7,"1,124",36.3,-0.5
220,High Point (Big South),32,14-18,"1,142",35.7,"1,162",36.3,-0.6
221,UT Martin (OVC),30,8-22,"1,110",37,"1,129",37.6,-0.6
222,Vanderbilt (SEC),36,19-17,"1,235",34.3,"1,258",34.9,-0.6
223,The Citadel (SoCon),31,13-18,"1,159",37.4,"1,181",38.1,-0.7
224,Ole Miss (SEC),32,13-19,"1,070",33.4,"1,094",34.2,-0.8
225,North Dakota (Summit League),31,6-25,"1,101",35.5,"1,126",36.3,-0.8
226,Ohio (MAC),35,25-10,"1,195",34.1,"1,225",35,-0.9
227,New Orleans (Southland),32,18-14,"1,172",36.6,"1,200",37.5,-0.9
227,Oakland (Horizon),32,20-12,"1,104",34.5,"1,132",35.4,-0.9
227,Robert Morris (Horizon),32,8-24,"1,043",32.6,"1,071",33.5,-0.9
230,Iowa St. (Big 12),35,22-13,"1,133",32.4,"1,164",33.3,-0.9
231,UMES (MEAC),27,11-16,935,34.6,959,35.5,-0.9
232,Northwestern (Big Ten),31,15-16,"1,104",35.6,"1,132",36.5,-0.9
232,Indiana St. (MVC),31,11-20,"1,055",34,"1,083",34.9,-0.9
234,Prairie View (SWAC),27,8-19,948,35.1,973,36,-0.9
235,Canisius (MAAC),32,11-21,"1,134",35.4,"1,165",36.4,-1
236,Delaware (CAA),35,22-13,"1,138",32.5,"1,174",33.5,-1
237,Marshall (C-USA),33,12-21,"1,226",37.2,"1,260",38.2,-1
238,Saint Francis (PA) (NEC),30,9-21,"1,099",36.6,"1,130",37.7,-1
238,East Carolina (AAC),30,15-15,"1,056",35.2,"1,087",36.2,-1
240,UC Davis (Big West),24,13-11,823,34.3,848,35.3,-1
241,St. Francis Brooklyn (NEC),30,10-20,"1,051",35,"1,083",36.1,-1.1
242,St. John's (NY) (Big East),32,17-15,"1,211",37.8,"1,246",38.9,-1.1
242,Milwaukee (Horizon),32,10-22,"1,149",35.9,"1,184",37,-1.1
242,N.C. A&T (Big South),32,12-20,"1,141",35.7,"1,176",36.8,-1.1
242,Valparaiso (MVC),32,14-18,"1,034",32.3,"1,069",33.4,-1.1
246,Butler (Big East),33,14-19,"1,083",32.8,"1,121",34,-1.2
247,Charlotte (C-USA),31,17-14,969,31.3,"1,008",32.5,-1.3
248,Loyola Maryland (Patriot),30,14-16,963,32.1,"1,001",33.4,-1.3
249,Lamar University (WAC),29,2-27,"1,012",34.9,"1,050",36.2,-1.3
249,IUPUI (Horizon),29,3-26,913,31.5,951,32.8,-1.3
251,Florida (SEC),34,20-14,"1,144",33.6,"1,189",35,-1.3
252,Weber St. (Big Sky),33,21-12,"1,060",32.1,"1,104",33.5,-1.3
253,Georgia Tech (ACC),32,12-20,"1,088",34,"1,131",35.3,-1.3
253,Massachusetts (Atlantic 10),32,15-17,"1,079",33.7,"1,122",35.1,-1.3
255,Columbia (Ivy League),26,4-22,917,35.3,953,36.7,-1.4
256,Idaho (Big Sky),31,9-22,"1,060",34.2,"1,103",35.6,-1.4
257,Holy Cross (Patriot),31,9-22,"1,050",33.9,"1,096",35.4,-1.5
258,Syracuse (ACC),33,16-17,"1,197",36.3,"1,248",37.8,-1.5
259,FIU (C-USA),32,15-17,"1,121",35,"1,171",36.6,-1.6
260,Stony Brook (America East),31,18-13,"1,080",34.8,"1,129",36.4,-1.6
261,Detroit Mercy (Horizon),30,14-16,948,31.6,997,33.2,-1.6
262,Pacific (WCC),30,8-22,984,32.8,"1,034",34.5,-1.7
263,Western Ky. (C-USA),32,19-13,"1,132",35.4,"1,186",37.1,-1.7
263,Lehigh (Patriot),32,13-19,"1,068",33.4,"1,122",35.1,-1.7
265,Penn (Ivy League),28,12-16,968,34.6,"1,016",36.3,-1.7
266,Alabama A&M (SWAC),30,12-18,"1,134",37.8,"1,187",39.6,-1.8
266,Niagara (MAAC),30,14-16,971,32.4,"1,024",34.1,-1.8
268,UNC Asheville (Big South),32,17-15,"1,085",33.9,"1,145",35.8,-1.9
269,Austin Peay (OVC),29,12-17,952,32.8,"1,007",34.7,-1.9
270,Kansas City (Summit League),31,19-12,971,31.3,"1,030",33.2,-1.9
271,Green Bay (Horizon),30,5-25,905,30.2,963,32.1,-1.9
272,VCU (Atlantic 10),32,22-10,"1,040",32.5,"1,102",34.4,-1.9
273,Central Ark. (ASUN),31,11-20,"1,099",35.5,"1,161",37.5,-2
274,Miami (OH) (MAC),32,14-18,"1,110",34.7,"1,175",36.7,-2
274,Elon (CAA),32,10-22,"1,061",33.2,"1,126",35.2,-2
276,Northwestern St. (Southland),32,9-23,"1,154",36.1,"1,222",38.2,-2.1
276,Chicago St. (WAC),32,7-25,"1,083",33.8,"1,151",36,-2.1
278,UIC (Horizon),30,14-16,"1,002",33.4,"1,066",35.5,-2.1
279,Denver (Summit League),32,11-21,"1,031",32.2,"1,100",34.4,-2.2
280,UAlbany (America East),31,13-18,992,32,"1,059",34.2,-2.2
281,Georgia (SEC),32,6-26,"1,046",32.7,"1,116",34.9,-2.2
282,Tulsa (AAC),31,11-20,"1,011",32.6,"1,079",34.8,-2.2
283,Hartford (America East),32,12-20,"1,037",32.4,"1,110",34.7,-2.3
284,Abilene Christian (WAC),36,25-11,"1,155",32.1,"1,241",34.5,-2.4
285,Siena (MAAC),29,15-14,955,32.9,"1,025",35.3,-2.4
286,James Madison (CAA),29,15-14,972,33.5,"1,043",36,-2.4
287,American (Patriot),32,10-22,984,30.8,"1,063",33.2,-2.5
288,Alabama St. (SWAC),31,10-21,"1,068",34.5,"1,145",36.9,-2.5
289,Hofstra (CAA),32,21-11,"1,062",33.2,"1,142",35.7,-2.5
290,Purdue Fort Wayne (Horizon),33,21-12,"1,019",30.9,"1,102",33.4,-2.5
291,Howard (MEAC),29,16-13,993,34.2,"1,066",36.8,-2.5
292,Dartmouth (Ivy League),25,9-16,828,33.1,891,35.6,-2.5
293,Bethune-Cookman (SWAC),30,9-21,979,32.6,"1,055",35.2,-2.5
294,Grambling (SWAC),32,12-20,"1,145",35.8,"1,229",38.4,-2.6
295,Kansas St. (Big 12),31,14-17,"1,030",33.2,"1,112",35.9,-2.6
296,LMU (CA) (WCC),29,11-18,861,29.7,938,32.3,-2.7
297,Southeast Mo. St. (OVC),32,14-18,"1,062",33.2,"1,148",35.9,-2.7
298,Southern Miss. (C-USA),33,7-26,"1,110",33.6,"1,199",36.3,-2.7
299,NC State (ACC),32,11-21,"1,115",34.8,"1,205",37.7,-2.8
300,Western Mich. (MAC),31,8-23,"1,027",33.1,"1,118",36.1,-2.9
301,NJIT (America East),29,11-18,995,34.3,"1,083",37.3,-3
302,Southern U. (SWAC),31,17-14,979,31.6,"1,077",34.7,-3.2
303,Montana (Big Sky),32,18-14,980,30.6,"1,084",33.9,-3.2
304,UMBC (America East),32,18-14,"1,048",32.8,"1,157",36.2,-3.4
305,Southeastern La. (Southland),34,19-15,"1,120",32.9,"1,236",36.4,-3.4
306,Eastern Mich. (MAC),31,10-21,"1,079",34.8,"1,185",38.2,-3.4
307,Richmond (Atlantic 10),37,24-13,"1,195",32.3,"1,322",35.7,-3.4
308,UNCW (CAA),36,27-9,"1,205",33.5,"1,331",37,-3.5
308,USC Upstate (Big South),32,15-17,"1,044",32.6,"1,156",36.1,-3.5
310,Pepperdine (WCC),32,7-25,"1,103",34.5,"1,216",38,-3.5
311,Delaware St. (MEAC),28,2-26,987,35.2,"1,087",38.8,-3.6
312,Little Rock (Sun Belt),28,9-19,880,31.4,982,35.1,-3.6
313,New Mexico (Mountain West),32,13-19,"1,088",34,"1,206",37.7,-3.7
314,Duquesne (Atlantic 10),30,6-24,"1,023",34.1,"1,137",37.9,-3.8
315,Bucknell (Patriot),32,9-23,"1,018",31.8,"1,140",35.6,-3.8
316,West Virginia (Big 12),33,16-17,"1,064",32.2,"1,191",36.1,-3.8
317,Eastern Ky. (ASUN),31,13-18,"1,121",36.2,"1,244",40.1,-4
318,UTEP (C-USA),34,20-14,"1,093",32.1,"1,230",36.2,-4
319,NIU (MAC),30,9-21,969,32.3,"1,090",36.3,-4
320,Portland St. (Big Sky),31,14-17,"1,050",33.9,"1,178",38,-4.1
321,UTRGV (WAC),31,8-23,"1,070",34.5,"1,199",38.7,-4.2
322,Maine (America East),29,6-23,913,31.5,"1,036",35.7,-4.2
323,Arizona St. (Pac-12),31,14-17,"1,102",35.5,"1,234",39.8,-4.3
324,Omaha (Summit League),30,5-25,985,32.8,"1,115",37.2,-4.3
325,Florida A&M (SWAC),30,13-17,981,32.7,"1,116",37.2,-4.5
326,Central Conn. St. (NEC),32,8-24,"1,020",31.9,"1,168",36.5,-4.6
327,ULM (Sun Belt),31,13-18,"1,004",32.4,"1,148",37,-4.6
328,Marquette (Big East),32,19-13,"1,113",34.8,"1,262",39.4,-4.7
329,Sacramento St. (Big Sky),29,11-18,903,31.1,"1,039",35.8,-4.7
330,Miami (FL) (ACC),37,26-11,"1,132",30.6,"1,307",35.3,-4.7
331,Central Mich. (MAC),30,7-23,995,33.2,"1,140",38,-4.8
332,San Jose St. (Mountain West),31,8-23,965,31.1,"1,122",36.2,-5.1
333,George Washington (Atlantic 10),30,12-18,"1,000",33.3,"1,161",38.7,-5.4
334,Lafayette (Patriot),30,10-20,959,32,"1,121",37.4,-5.4
335,Washington (Pac-12),32,17-15,"1,069",33.4,"1,243",38.8,-5.4
336,CSUN (Big West),30,7-23,952,31.7,"1,116",37.2,-5.5
337,Hampton (Big South),28,9-19,958,34.2,"1,114",39.8,-5.6
338,Fairleigh Dickinson (NEC),26,4-22,863,33.2,"1,009",38.8,-5.6
339,North Florida (ASUN),31,11-20,"1,049",33.8,"1,225",39.5,-5.7
340,Oregon St. (Pac-12),31,3-28,955,30.8,"1,135",36.6,-5.8
341,UIW (Southland),32,7-25,957,29.9,"1,143",35.7,-5.8
342,Air Force (Mountain West),29,11-18,770,26.6,956,33,-6.4
343,Minnesota (Big Ten),30,13-17,920,30.7,"1,125",37.5,-6.8
344,Nebraska (Big Ten),32,10-22,"1,059",33.1,"1,284",40.1,-7
345,Eastern Ill. (OVC),31,5-26,919,29.6,"1,144",36.9,-7.3
346,Tulane (AAC),29,14-15,917,31.6,"1,136",39.2,-7.6
347,Evansville (MVC),30,6-24,813,27.1,"1,042",34.7,-7.6
348,Ark.-Pine Bluff (SWAC),31,7-24,918,29.6,"1,180",38.1,-8.5
