Rank,Team,W,L,Pct
65,Vermont (America East),22,11,66.7
65,Iona (MAAC),22,11,66.7
67,Minnesota (Big Ten),25,13,65.8
68,UC Irvine (Big West),23,12,65.7
68,Colorado (Pac-12),23,12,65.7
68,Louisiana (Sun Belt),23,12,65.7
68,Missouri (SEC),23,12,65.7
68,Providence (Big East),23,12,65.7
68,Saint Mary's (CA) (WCC),23,12,65.7
68,BYU (WCC),23,12,65.7
75,Buffalo (MAC),19,10,65.5
76,Tennessee (SEC),24,13,64.9
77,Arkansas (SEC),22,12,64.7
78,Hawaii (Big West),20,11,64.5
79,Stanford (Pac-12),23,13,63.9
79,Clemson (ACC),23,13,63.9
81,San Francisco (WCC),21,12,63.6
81,Utah (Pac-12),21,12,63.6
81,Arizona St. (Pac-12),21,12,63.6
81,Cleveland St. (Horizon),21,12,63.6
85,FGCU (ASUN),22,13,62.9
85,VMI (Big South),22,13,62.9
85,Radford (Big South),22,13,62.9
88,William & Mary (CAA),20,12,62.5
88,Utah Valley (WAC),20,12,62.5
88,Quinnipiac (MAAC),20,12,62.5
88,Western Ky. (Sun Belt),20,12,62.5
92,Columbia (Ivy League),21,13,61.8
92,Boise St. (Mountain West),21,13,61.8
92,Canisius (MAAC),21,13,61.8
92,Coastal Carolina (Big South),21,13,61.8
92,Tulsa (C-USA),21,13,61.8
92,Akron (MAC),21,13,61.8
92,Xavier (Big East),21,13,61.8
92,Oklahoma St. (Big 12),21,13,61.8
100,Wagner (NEC),19,12,61.3
100,Weber St. (Big Sky),19,12,61.3
102,Robert Morris (NEC),22,14,61.1
102,Florida St. (ACC),22,14,61.1
102,NC State (ACC),22,14,61.1
105,American (Patriot),20,13,60.6
105,UNLV (Mountain West),20,13,60.6
105,Winthrop (Big South),20,13,60.6
105,Davidson (SoCon),20,13,60.6
105,Iowa (Big Ten),20,13,60.6
105,Kansas St. (Big 12),20,13,60.6
105,Wofford (SoCon),20,13,60.6
105,St. John's (NY) (Big East),20,13,60.6
105,Missouri St. (MVC),20,13,60.6
114,Milwaukee (Horizon),21,14,60
114,California (Pac-12),21,14,60
116,Eastern Mich. (MAC),22,15,59.5
117,Arkansas St. (Sun Belt),19,13,59.4
117,Southern U. (SWAC),19,13,59.4
117,Nebraska (Big Ten),19,13,59.4
117,South Dakota St. (Summit League),19,13,59.4
117,Alabama St. (SWAC),19,13,59.4
122,Holy Cross (Patriot),20,14,58.8
122,Morehead St. (OVC),20,14,58.8
122,LSU (SEC),20,14,58.8
122,Georgia (SEC),20,14,58.8
126,Wright St. (Horizon),21,15,58.3
127,Hampton (MEAC),18,13,58.1
127,UAB (C-USA),18,13,58.1
129,Ole Miss (SEC),19,14,57.6
129,Yale (Ivy League),19,14,57.6
129,Richmond (Atlantic 10),19,14,57.6
132,Illinois (Big Ten),20,15,57.1
133,Montana (Big Sky),17,13,56.7
134,Northern Colo. (Big Sky),18,14,56.3
134,Elon (SoCon),18,14,56.3
134,Southeast Mo. St. (OVC),18,14,56.3
134,Utah St. (Mountain West),18,14,56.3
134,Bryant (NEC),18,14,56.3
134,St. Francis Brooklyn (NEC),18,14,56.3
140,Albany (NY) (America East),19,15,55.9
140,Norfolk St. (MEAC),19,15,55.9
140,USC Upstate (ASUN),19,15,55.9
140,Western Caro. (SoCon),19,15,55.9
140,Texas Southern (SWAC),19,15,55.9
145,Northwestern St. (Southland),17,14,54.8
145,Charlotte (C-USA),17,14,54.8
147,Wyoming (Mountain West),18,15,54.5
147,Gardner-Webb (Big South),18,15,54.5
147,St. Bonaventure (Atlantic 10),18,15,54.5
147,Chattanooga (SoCon),18,15,54.5
147,Georgetown (Big East),18,15,54.5
152,ETSU (ASUN),19,16,54.3
153,Fresno St. (Mountain West),21,18,53.8
154,Drexel (CAA),16,14,53.3
154,Bucknell (Patriot),16,14,53.3
156,UNC Asheville (Big South),17,15,53.1
156,Portland St. (Big Sky),17,15,53.1
156,Maryland (ACC),17,15,53.1
156,Washington (Pac-12),17,15,53.1
156,Indiana (Big Ten),17,15,53.1
156,Marquette (Big East),17,15,53.1
162,Illinois St. (MVC),18,16,52.9
162,Pacific (WCC),18,16,52.9
162,A&M-Corpus Christi (Southland),18,16,52.9
162,Texas A&M (SEC),18,16,52.9
162,Valparaiso (Horizon),18,16,52.9
167,Siena (MAAC),20,18,52.6
168,Brown (Ivy League),15,14,51.7
169,Denver (Summit League),16,15,51.6
169,UNI (MVC),16,15,51.6
169,High Point (Big South),16,15,51.6
172,Miami (FL) (ACC),17,16,51.5
172,West Virginia (Big 12),17,16,51.5
172,Oral Roberts (Southland),17,16,51.5
172,Tennessee Tech (OVC),17,16,51.5
172,Wake Forest (ACC),17,16,51.5
172,Houston (AAC),17,16,51.5
172,Hartford (America East),17,16,51.5
179,San Diego (WCC),18,17,51.4
180,Old Dominion (C-USA),18,18,50
180,North Dakota (Big Sky),17,17,50
180,Tulane (C-USA),17,17,50
180,Seton Hall (Big East),17,17,50
180,East Carolina (C-USA),17,17,50
180,Colorado St. (Mountain West),16,16,50
180,Kent St. (MAC),16,16,50
180,North Texas (C-USA),16,16,50
180,Oregon St. (Pac-12),16,16,50
180,North Florida (ASUN),16,16,50
180,Lipscomb (ASUN),15,15,50
191,CSUN (Big West),17,18,48.6
192,Mount St. Mary's (NEC),16,17,48.5
192,Georgia Tech (ACC),16,17,48.5
194,La Salle (Atlantic 10),15,16,48.4
194,Vanderbilt (SEC),15,16,48.4
194,FIU (C-USA),15,16,48.4
194,Eastern Wash. (Big Sky),15,16,48.4
194,Drake (MVC),15,16,48.4
194,Morgan St. (MEAC),15,16,48.4
194,Pepperdine (WCC),15,16,48.4
194,Portland (WCC),15,16,48.4
194,Army West Point (Patriot),15,16,48.4
203,Nicholls (Southland),14,15,48.3
204,Penn St. (Big Ten),16,18,47.1
204,Idaho (WAC),16,18,47.1
206,Nevada (Mountain West),15,17,46.9
206,UT Arlington (Sun Belt),15,17,46.9
206,Purdue (Big Ten),15,17,46.9
206,Little Rock (Sun Belt),15,17,46.9
206,Long Beach St. (Big West),15,17,46.9
206,Youngstown St. (Horizon),15,17,46.9
206,Northern Ariz. (Big Sky),15,17,46.9
206,Northern Ill. (MAC),15,17,46.9
206,Notre Dame (ACC),15,17,46.9
215,Auburn (SEC),14,16,46.7
215,Sacramento St. (Big Sky),14,16,46.7
215,Alabama A&M (SWAC),14,16,46.7
218,Butler (Big East),14,17,45.2
218,Saint Peter's (MAAC),14,17,45.2
218,Rider (MAAC),14,17,45.2
218,Montana St. (Big Sky),14,17,45.2
222,NJIT (Independent),13,16,44.8
223,Ga. Southern (SoCon),15,19,44.1
224,UNC Greensboro (SoCon),14,18,43.8
224,Col. of Charleston (CAA),14,18,43.8
224,Florida A&M (MEAC),14,18,43.8
224,Lehigh (Patriot),14,18,43.8
224,Rhode Island (Atlantic 10),14,18,43.8
224,Texas Tech (Big 12),14,18,43.8
230,Seattle U (WAC),13,17,43.3
230,Duquesne (Atlantic 10),13,17,43.3
232,Dartmouth (Ivy League),12,16,42.9
233,Evansville (MVC),14,19,42.4
233,Mississippi St. (SEC),14,19,42.4
233,Southern Ill. (MVC),14,19,42.4
233,Northwestern (Big Ten),14,19,42.4
233,Santa Clara (WCC),14,19,42.4
238,New Orleans (Southland),11,15,42.3
239,Charleston So. (Big South),13,18,41.9
239,Colgate (Patriot),13,18,41.9
239,Miami (OH) (MAC),13,18,41.9
239,UCF (AAC),13,18,41.9
239,Ark.-Pine Bluff (SWAC),13,18,41.9
244,South Carolina (SEC),14,20,41.2
244,Cal Poly (Big West),14,20,41.2
246,Chicago St. (WAC),13,19,40.6
246,CSU Bakersfield (WAC),13,19,40.6
246,Savannah St. (MEAC),13,19,40.6
246,LMU (CA) (WCC),13,19,40.6
246,Detroit Mercy (Horizon),13,19,40.6
246,Alabama (SEC),13,19,40.6
252,Southeastern La. (Southland),12,18,40
252,South Dakota (Summit League),12,18,40
252,Air Force (Mountain West),12,18,40
252,Austin Peay (OVC),12,18,40
252,Jacksonville (ASUN),12,18,40
257,Samford (SoCon),13,20,39.4
257,Oakland (Horizon),13,20,39.4
259,Marist (MAAC),12,19,38.7
259,Alcorn (SWAC),12,19,38.7
261,Idaho St. (Big Sky),11,18,37.9
262,Bradley (MVC),12,20,37.5
262,Campbell (Big South),12,20,37.5
262,South Fla. (AAC),12,20,37.5
262,Bowling Green (MAC),12,20,37.5
262,Coppin St. (MEAC),12,20,37.5
267,ULM (Sun Belt),10,17,37
268,Central Conn. St. (NEC),11,19,36.7
268,Eastern Ill. (OVC),11,19,36.7
268,Loyola Maryland (Patriot),11,19,36.7
271,Rutgers (AAC),12,21,36.4
271,DePaul (Big East),12,21,36.4
273,Cal St. Fullerton (Big West),11,20,35.5
273,George Mason (Atlantic 10),11,20,35.5
273,Jackson St. (SWAC),11,20,35.5
273,James Madison (CAA),11,20,35.5
273,Troy (Sun Belt),11,20,35.5
273,McNeese (Southland),11,20,35.5
273,South Alabama (Sun Belt),11,20,35.5
273,SIUE (OVC),11,20,35.5
273,Lafayette (Patriot),11,20,35.5
282,Liberty (Big South),11,21,34.4
282,Southern California (Pac-12),11,21,34.4
282,Northeastern (CAA),11,21,34.4
282,Monmouth (MAAC),11,21,34.4
286,Marshall (C-USA),11,22,33.3
286,Kansas City (WAC),10,20,33.3
286,Western Ill. (Summit League),10,20,33.3
289,Prairie View (SWAC),11,23,32.4
290,Central Mich. (MAC),10,21,32.3
290,Fairleigh Dickinson (NEC),10,21,32.3
290,Washington St. (Pac-12),10,21,32.3
290,Jacksonville St. (OVC),10,21,32.3
290,Saint Francis (PA) (NEC),10,21,32.3
290,UC Riverside (Big West),10,21,32.3
290,Fordham (Atlantic 10),10,21,32.3
297,Fla. Atlantic (C-USA),10,22,31.3
297,Loyola Chicago (MVC),10,22,31.3
299,LIU (NEC),9,20,31
300,Hofstra (CAA),10,23,30.3
301,Delaware St. (MEAC),9,21,30
301,Furman (SoCon),9,21,30
301,Navy (Patriot),9,21,30
301,UMBC (America East),9,21,30
301,South Carolina St. (MEAC),9,21,30
301,App State (SoCon),9,21,30
307,UC Davis (Big West),9,22,29
307,Virginia Tech (ACC),9,22,29
307,TCU (Big 12),9,22,29
307,Temple (AAC),9,22,29
311,Penn (Ivy League),8,20,28.6
312,UNCW (CAA),9,23,28.1
312,UTRGV (WAC),9,23,28.1
312,Mississippi Val. (SWAC),9,23,28.1
312,N.C. A&T (MEAC),9,23,28.1
316,Central Ark. (Southland),8,21,27.6
317,UTSA (C-USA),8,22,26.7
318,Texas St. (Sun Belt),8,23,25.8
318,UT Martin (OVC),8,23,25.8
320,Boston College (ACC),8,24,25
320,Longwood (Big South),8,24,25
322,Howard (MEAC),8,25,24.2
323,Rice (C-USA),7,23,23.3
323,Binghamton (America East),7,23,23.3
325,Stetson (ASUN),7,24,22.6
325,San Jose St. (Mountain West),7,24,22.6
327,Fairfield (MAAC),7,25,21.9
327,Bethune-Cookman (MEAC),7,25,21.9
329,Niagara (MAAC),7,26,21.2
329,The Citadel (SoCon),7,26,21.2
331,Maine (America East),6,23,20.7
332,New Hampshire (America East),6,24,20
332,UMES (MEAC),6,24,20
334,Houston Baptist (Southland),6,25,19.4
334,Kennesaw St. (ASUN),6,25,19.4
334,UIC (Horizon),6,25,19.4
337,IUPUI (Summit League),6,26,18.8
337,Presbyterian (Big South),6,26,18.8
339,Grambling (SWAC),5,24,17.2
340,Ball St. (MAC),5,25,16.7
340,Tennessee St. (OVC),5,25,16.7
342,Sacred Heart (NEC),5,26,16.1
343,Lamar University (Southland),4,26,13.3
344,Cornell (Ivy League),2,26,7.1
345,Southern Utah (Big Sky),2,27,6.9
